Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
GGG,2026-09-09,Bearish,77.65,-1.52,2.49,1.09,43.96
WSM,2026-09-22,Bullish,231.95,1.8,1.37,1.08,79.28
RPM,2026-09-02,Bearish,99.475,-7.87,1.55,1.17,75.36
ELS,2026-09-02,Bearish,58.96,-8.57,1.22,1.13,92.86
NVT,2026-09-25,Bullish,162.95,3.65,2.49,0.02,0.86
USFD,2026-09-17,Bearish,93.07,-7.12,2.14,3.08,143.89
CUBE,2026-09-01,Bearish,37.73,-7.45,1.85,2.31,124.6
TREX,2026-09-15,Bearish,44.045,-2.9,1.37,1.21,88.42
NLY,2026-09-14,Bearish,20.525,-9.51,6.54,9.83,150.38
CELH,2026-09-10,Bearish,28.17,-7.63,8.91,9.01,101.09
ONTO,2026-09-01,Bearish,287.6,-0.89,1.07,0.75,70.17
FHN,2026-08-27,Bearish,23.525,-6.54,4.76,3.87,81.2
ACHC,2026-09-04,Bearish,28.26,-2.95,1.54,0.84,54.23
OHI,2026-08-18,Bearish,46.08,-3.88,1.93,1.6,83.23
AGCO,2026-09-03,Bullish,118.64,5.72,1.11,1.71,154.31
KBR,2026-09-23,Bearish,34.36,-5.97,1.27,1.37,108.55
ORI,2026-09-16,Bearish,37.78,-9.16,1.11,1.24,111.45
RRC,2026-09-25,Bearish,38.34,-3.74,2.47,0.04,1.79
AXTA,2026-09-21,Bearish,32.775,-4.66,1.85,4.46,240.5
MAT,2026-09-09,Bearish,13.235,-9.28,3.29,3.63,110.32
CMC,2026-08-24,Bearish,65.62,-5.51,1.15,1.49,130.14
CGNX,2026-08-24,Bearish,58.495,-7.36,2.47,1.72,69.49
AR,2026-09-25,Bearish,35.0,-4.5,3.85,0.2,5.25
GMED,2026-09-08,Bearish,74.975,-8.05,1.13,1.89,167.12
CBSH,2026-09-23,Bearish,56.44,-2.03,1.04,0.97,93.09
VNT,2026-09-24,Bearish,31.225,-2.23,1.3,1.14,87.39
M,2026-08-31,Bearish,22.635,-2.71,4.91,4.74,96.43
TKR,2026-08-21,Bearish,118.38,-9.91,1.05,0.61,58.39
SLM,2026-09-24,Bearish,23.45,-7.79,1.96,3.2,162.95
HOMB,2026-09-24,Bearish,29.285,-1.39,1.53,1.64,107.43
GPS,2026-09-01,Bullish,21.69,3.91,8.21,7.29,88.82
VNO,2026-09-09,Bearish,34.615,-7.89,1.08,1.22,113.35
GBCI,2026-08-19,Bearish,44.985,-9.37,1.1,0.94,85.46
VAL,2026-09-25,Bearish,80.33,-4.15,1.28,0.01,0.41
AM,2026-09-16,Bearish,20.845,-5.79,2.1,2.13,101.2
CNXC,2026-08-26,Bullish,27.77,9.62,1.11,1.1,98.73
COLB,2026-08-31,Bearish,29.76,-4.28,2.67,2.37,88.91
NVST,2026-09-15,Bearish,24.04,-9.99,2.29,4.75,207.89
LNTH,2026-09-22,Bearish,99.8,-0.86,1.03,1.52,148.07
KRC,2026-08-28,Bearish,34.085,-8.27,1.03,0.72,70.66
VLY,2026-09-01,Bearish,13.105,-8.02,5.87,6.66,113.45
CUZ,2026-09-08,Bearish,28.74,-2.41,1.27,0.99,77.37
PGNY,2026-08-24,Bearish,25.805,-6.44,1.18,0.82,69.16
CNX,2026-09-21,Bearish,32.73,-7.24,1.79,1.94,108.26
PNM,2026-09-15,Bullish,58.32,0.98,1.32,2.29,172.91
SBRA,2026-09-21,Bearish,19.63,-3.92,2.21,2.01,91.23
ASB,2026-09-18,Bearish,29.515,-2.96,2.11,6.5,307.72
DOC,2026-09-11,Bearish,20.125,-3.67,4.14,3.57,86.15
MP,2026-09-15,Bearish,49.105,-8.19,5.19,4.51,86.9
CSCO,2026-09-01,Bearish,107.515,-4.81,20.07,14.17,70.58
BAC,2026-09-22,Bearish,56.485,-6.36,36.92,45.14,122.27
NFLX,2026-09-18,Bearish,71.175,-8.28,30.88,114.41,370.57
WFC,2026-09-25,Bearish,82.715,-3.81,13.9,0.22,1.56
UNP,2026-09-21,Bearish,273.57,-4.96,2.45,5.74,234.44
SPGI,2026-09-18,Bearish,401.48,-4.48,1.85,2.42,130.57
RTX,2026-09-16,Bearish,188.5,-7.47,3.9,3.48,89.39
HON,2026-08-24,Bearish,212.97,-7.51,3.07,2.69,87.51
BA,2026-08-25,Bearish,200.55,-9.54,5.79,4.85,83.79
GE,2026-09-03,Bearish,325.59,-6.52,3.5,2.65,75.73
AMAT,2026-08-21,Bearish,482.86,-7.52,8.01,5.53,69.0
MS,2026-09-16,Bearish,195.745,-7.8,4.48,7.0,156.29
GS,2026-09-14,Bearish,926.09,-9.99,1.8,2.21,122.46
AXP,2026-09-01,Bearish,309.38,-8.03,2.29,2.56,111.93
LMT,2026-09-09,Bearish,518.32,-6.62,1.06,1.55,146.67
AMT,2026-09-24,Bearish,168.0,-3.57,2.54,3.22,126.4
PGR,2026-09-24,Bearish,205.41,-3.96,2.52,5.08,201.37
MMC,2026-09-18,Bearish,169.92999,-6.75,2.51,7.17,286.24
SYF,2026-09-22,Bearish,73.28,-4.13,3.14,2.9,92.11
C,2026-09-24,Bearish,134.18,-0.04,9.92,8.65,87.14
CB,2026-09-10,Bearish,333.78,-2.42,1.7,1.22,71.41
PNC,2026-09-16,Bearish,225.98,-7.12,1.59,2.75,172.91
USB,2026-09-22,Bearish,59.36,-3.8,7.67,9.3,121.27
HCA,2026-08-19,Bullish,431.47,6.75,1.42,1.44,101.32
CL,2026-09-04,Bearish,85.815,-5.59,3.97,4.1,103.2
APD,2026-09-17,Bearish,282.68,-4.83,1.06,1.48,140.49
ITW,2026-09-10,Bearish,274.09,-0.8,1.06,1.65,155.75
NSC,2026-09-16,Bearish,313.16,-5.21,1.17,0.79,67.74
SHW,2026-09-10,Bearish,328.69,-2.67,1.53,1.77,115.91
CSX,2026-09-18,Bearish,46.815,-4.73,10.18,25.75,252.97
WM,2026-08-20,Bearish,207.47,-8.74,2.01,1.72,85.41
COF,2026-09-22,Bearish,200.125,-4.32,3.31,2.91,87.91
ORLY,2026-09-01,Bearish,86.45,-3.6,4.57,5.35,116.94
MNST,2026-09-04,Bearish,42.98,-7.15,10.08,12.45,123.51
KHC,2026-09-18,Bearish,23.58,-5.53,23.78,27.35,114.99
ALL,2026-09-23,Bearish,228.57,-8.68,1.96,4.13,210.8
AFL,2026-08-26,Bearish,113.19,-5.96,2.01,1.68,83.97
ETN,2026-09-21,Bullish,439.43,6.28,2.08,2.19,105.54
AIG,2026-08-20,Bearish,74.23,-4.15,2.96,2.69,90.85
CMG,2026-09-24,Bearish,31.63,-8.71,12.49,15.54,124.39
JCI,2026-09-25,Bullish,149.495,3.7,3.2,0.11,3.4
SPG,2026-09-02,Bearish,205.28,-6.02,1.2,0.92,76.41
DLR,2026-09-14,Bearish,179.74,-4.46,1.95,2.04,104.91
WMB,2026-09-16,Bearish,69.35,-5.21,7.83,9.24,117.99
CTVA,2026-09-24,Bearish,78.245,-4.7,4.93,3.5,70.9
TT,2026-08-21,Bearish,452.87,-3.46,1.16,0.83,70.91
ACGL,2026-09-10,Bearish,94.695,-3.74,2.56,3.46,135.02
MTB,2026-09-16,Bearish,221.03,-7.51,1.07,1.86,173.64
VRSK,2026-09-09,Bearish,169.73,-9.32,1.12,1.2,106.98
PPG,2026-08-20,Bearish,107.595,-6.5,1.86,1.57,84.66
ECL,2026-09-25,Bullish,278.61,0.8,1.14,0.02,1.61
CAH,2026-09-25,Bearish,220.15,-4.32,1.71,0.03,1.87
F,2026-09-09,Bearish,12.73,-9.51,42.44,68.87,162.28
KMB,2026-09-10,Bearish,98.07,-8.19,3.6,9.87,274.63
MAS,2026-08-27,Bearish,68.565,-8.02,2.06,1.75,84.69
HSY,2026-09-01,Bearish,166.935,-8.23,1.14,1.56,136.84
CHD,2026-09-11,Bearish,96.25,-2.31,1.78,1.95,109.67
OMC,2026-09-18,Bearish,75.67,-7.42,3.13,16.73,533.61
DOC,2026-09-11,Bearish,20.155,-3.53,4.14,3.57,86.15
HST,2026-08-24,Bearish,22.365,-4.65,10.34,7.73,74.78
Bullish_Tickers,,,,"WSM,NVT,AGCO,GPS,CNXC,PNM,HCA,ETN,JCI,ECL",,,
Bearish_Tickers,,,,"GGG,RPM,ELS,USFD,CUBE,TREX,NLY,CELH,ONTO,FHN,ACHC,OHI,KBR,ORI,RRC,AXTA,MAT,CMC,CGNX,AR,GMED,CBSH,VNT,M,TKR,SLM,HOMB,VNO,GBCI,VAL,AM,COLB,NVST,LNTH,KRC,VLY,CUZ,PGNY,CNX,SBRA,ASB,DOC,MP,CSCO,BAC,NFLX,WFC,UNP,SPGI,RTX,HON,BA,GE,AMAT,MS,GS,AXP,LMT,AMT,PGR,MMC,SYF,C,CB,PNC,USB,CL,APD,ITW,NSC,SHW,CSX,WM,COF,ORLY,MNST,KHC,ALL,AFL,AIG,CMG,SPG,DLR,WMB,CTVA,TT,ACGL,MTB,VRSK,PPG,CAH,F,KMB,MAS,HSY,CHD,OMC,DOC,HST",,,
Delta_Bullish,,,,"WSM,NVT,GPS,CNXC,JCI,ECL",,,
Delta_Bearish,,,,"RRC,MAT,AR,TKR,SLM,HOMB,VNO,GBCI,VAL,NVST,WFC,BA,GS,CAH",,,
