Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
WSM,2026-03-10,Bearish,184.10001,-8.56,1.05,0.96,91.03
TOL,2026-03-18,Bearish,136.94,-7.01,1.17,1.17,100.14
IBKR,2026-03-11,Bearish,68.45,-3.46,4.51,3.18,70.45
TREX,2026-03-06,Bearish,37.040001,-9.55,2.09,1.79,85.82
SCI,2026-03-17,Bearish,76.95,-4.75,1.13,1.06,94.29
EWBC,2026-03-09,Bearish,104.040001,-8.37,1.01,1.54,152.03
NLY,2026-03-11,Bearish,21.92,-4.12,7.44,4.7,63.15
TXRH,2026-03-10,Bearish,168.60001,-6.01,1.15,0.78,67.97
THC,2026-02-12,Bullish,203.21001,1.85,1.19,2.46,207.71
WTRG,2026-02-24,Bullish,40.67,4.99,2.19,3.34,152.7
FHN,2026-03-09,Bearish,21.77,-9.61,6.27,5.81,92.58
EHC,2026-03-11,Bearish,99.68,-6.15,1.15,1.13,98.55
VOYA,2026-02-23,Bearish,67.55,-9.59,1.07,1.41,131.17
GXO,2026-03-17,Bearish,53.24,-7.32,1.22,0.78,64.22
OGE,2026-02-11,Bullish,47.78,9.19,1.64,1.64,100.08
EXEL,2026-03-05,Bearish,41.26,-4.23,3.24,3.44,106.2
RMBS,2026-03-03,Bearish,93.32,-7.89,2.78,2.85,102.51
HR,2026-02-18,Bullish,17.93,3.73,4.53,3.68,81.23
PB,2026-03-09,Bearish,64.089996,-9.7,1.27,1.81,142.18
H,2026-03-10,Bearish,145.38,-9.78,1.17,1.13,96.53
TMHC,2026-03-12,Bearish,58.14,-7.89,1.17,1.21,103.06
OPCH,2026-03-06,Bearish,29.66,-9.89,2.11,2.15,101.57
VNT,2026-03-13,Bearish,35.55,-9.01,1.09,0.77,70.8
SFM,2026-03-18,Bullish,84.33,9.47,3.24,3.92,120.7
UGI,2026-03-06,Bearish,36.33,-3.49,1.72,1.04,60.31
TDC,2026-03-12,Bearish,26.69,-9.05,2.29,1.65,71.81
FNB,2026-03-09,Bearish,15.83,-9.12,7.62,5.1,66.97
ONB,2026-03-11,Bearish,21.16,-9.94,3.23,3.03,93.78
BYD,2026-03-03,Bearish,81.73,-2.88,1.09,2.04,186.29
OZK,2026-03-06,Bearish,43.74,-8.75,1.11,1.74,157.34
ARWR,2026-03-13,Bearish,56.71,-7.82,2.37,4.48,188.75
VLY,2026-03-18,Bearish,11.74,-4.72,8.13,11.17,137.4
PK,2026-03-12,Bearish,10.51,-5.22,4.45,3.03,68.22
PNM,2026-03-18,Bearish,58.25,-0.95,1.38,1.91,138.15
SBRA,2026-02-10,Bullish,20.63,9.23,2.76,2.98,108.16
NYCB,2026-03-12,Bearish,12.36,-4.98,5.47,4.03,73.69
ASB,2026-03-09,Bearish,24.34,-9.55,2.47,2.65,107.34
DOC,2026-02-27,Bullish,17.39,1.34,10.91,13.32,122.15
TGNA,2026-02-11,Bullish,20.29,4.38,1.76,2.26,128.46
MP,2026-02-13,Bearish,57.54,-6.18,9.43,4.56,48.35
MPW,2026-03-16,Bearish,4.8,-9.73,7.23,5.65,78.16
JPM,2026-02-12,Bearish,287.73999,-7.81,11.68,13.44,115.06
ABBV,2026-03-18,Bearish,209.635,-6.72,6.31,8.59,136.12
NFLX,2026-03-11,Bullish,94.85,4.81,56.1,33.96,60.54
UPS,2026-03-16,Bearish,96.215,-9.71,6.02,4.87,80.8
SCHW,2026-02-19,Bearish,93.175,-6.05,13.64,13.4,98.25
SYK,2026-03-13,Bearish,345.775,-5.18,1.96,2.27,115.88
AMT,2026-02-17,Bullish,179.62,-0.14,3.46,3.17,91.43
CVS,2026-03-11,Bearish,73.23,-6.03,7.91,5.53,69.9
C,2026-03-06,Bearish,107.51,-4.72,15.28,16.59,108.56
CI,2026-03-10,Bearish,267.63,-4.55,1.67,2.04,122.34
PNC,2026-03-11,Bearish,199.63,-7.91,2.57,1.99,77.28
ZTS,2026-03-05,Bearish,118.075,-6.91,4.6,4.14,90.0
USB,2026-03-12,Bearish,51.15,-6.38,10.19,11.99,117.65
SO,2026-02-10,Bullish,96.56,8.47,5.82,5.78,99.32
