Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2025-12-16,Bullish,103.67,8.77,3.39,2.54,75.05
WPC,2025-12-08,Bearish,64.36,-3.61,1.18,1.53,129.41
BURL,2025-12-23,Bullish,288.85001,6.92,1.26,0.56,44.53
ELS,2025-12-26,Bearish,60.61,-1.74,1.39,0.64,45.94
REXR,2025-12-08,Bearish,38.72,-5.88,1.89,2.68,141.89
OVV,2025-12-22,Bearish,39.19,-0.43,3.09,2.47,79.95
IBKR,2025-11-24,Bearish,64.31,-3.15,4.28,4.42,103.26
TTC,2025-12-19,Bullish,78.72,6.99,1.18,2.56,216.36
CG,2025-12-19,Bullish,59.11,3.88,2.55,3.14,123.21
ITT,2025-12-15,Bearish,173.50999,-2.64,1.13,0.66,58.51
LSCC,2025-11-26,Bullish,73.58,9.76,2.3,1.71,74.16
TTEK,2025-12-31,Bearish,33.54,-1.9,1.86,0.91,48.85
CCK,2025-12-15,Bullish,102.97,6.04,2.16,2.16,100.12
WTRG,2025-12-04,Bearish,38.36,-2.37,2.05,3.45,168.09
UNM,2025-12-17,Bullish,77.5,2.25,1.45,1.35,93.35
MTN,2025-12-26,Bearish,132.8,-9.88,1.03,1.15,112.22
DBX,2025-12-10,Bearish,27.8,-5.45,3.35,9.05,270.43
WBS,2025-12-02,Bullish,62.94,8.62,1.03,0.85,83.13
BWXT,2025-11-28,Bearish,172.84,-6.34,1.42,0.37,26.34
CNM,2025-12-18,Bullish,51.97,0.11,3.07,2.62,85.3
RRC,2025-12-17,Bearish,35.26,-5.41,3.34,2.83,84.92
STAG,2025-12-29,Bearish,36.76,-2.65,1.29,0.78,60.24
JEF,2025-12-10,Bullish,61.97,7.99,1.79,2.27,126.97
GXO,2025-12-12,Bullish,52.64,1.78,1.04,0.7,67.68
FNF,2025-12-24,Bearish,54.59,-1.79,1.35,0.54,40.04
FNF,2025-12-24,Bearish,54.59,-1.79,1.35,0.54,40.04
CROX,2025-12-05,Bullish,85.52,2.83,1.62,1.37,84.79
MTDR,2025-12-16,Bearish,42.44,-1.38,1.37,1.37,99.6
RMBS,2025-12-31,Bearish,91.89,-3.83,1.26,0.74,58.62
HR,2025-12-09,Bearish,16.95,-4.73,2.45,2.39,97.4
ADC,2025-12-12,Bearish,72.029999,-1.59,1.02,0.97,95.39
PB,2025-11-24,Bullish,69.11,4.33,1.11,0.97,88.16
EXLS,2025-12-19,Bullish,42.44,3.4,1.18,2.53,215.12
ST,2025-12-02,Bullish,33.29,7.16,1.3,1.32,101.63
HALO,2025-12-05,Bearish,67.3,-1.41,2.74,1.55,56.6
FNB,2025-11-24,Bullish,17.1,8.2,6.41,4.55,70.96
ONB,2025-12-04,Bullish,22.31,4.81,2.62,2.6,99.29
KBH,2025-12-23,Bearish,56.41,-8.69,1.46,1.36,93.11
WLK,2025-12-30,Bullish,73.94,2.92,1.6,0.94,59.2
SLM,2025-12-15,Bearish,27.059999,-3.84,3.52,3.73,105.8
TEX,2025-12-16,Bullish,53.38,8.22,1.17,1.32,113.13
VAL,2025-12-23,Bearish,50.4,-6.06,1.14,0.61,53.44
AM,2025-12-15,Bearish,17.79,-1.49,2.33,2.27,97.24
NVST,2025-12-01,Bullish,21.71,7.89,1.84,1.21,66.02
KRC,2025-12-12,Bearish,37.37,-9.44,1.29,1.76,135.73
IRT,2025-12-01,Bullish,17.48,5.03,2.79,3.34,119.73
QDEL,2025-12-11,Bullish,28.56,7.45,1.17,1.34,115.21
NYCB,2025-12-02,Bullish,12.59,8.5,4.86,5.01,103.06
ASB,2025-11-28,Bullish,25.755,1.22,1.4,0.56,39.84
TGNA,2025-11-25,Bearish,19.415,-2.17,1.71,2.83,165.87
AMZN,2025-12-26,Bullish,230.82001,0.79,37.11,15.99,43.1
NRG,2025-12-17,Bearish,159.24001,-2.93,1.84,4.75,258.0
AES,2025-12-22,Bullish,14.33,3.81,6.86,7.9,115.14
AEE,2025-12-09,Bearish,99.85,-2.67,1.72,1.43,83.33
BEN,2025-12-17,Bullish,23.895,3.76,3.89,5.22,134.21
HRL,2025-12-31,Bearish,23.7,-0.43,5.13,3.17,61.8
NI,2025-12-09,Bearish,41.77,-1.93,3.43,2.38,69.52
HSY,2025-12-15,Bullish,182.020004,0.05,1.57,2.21,141.36
TXT,2025-11-28,Bullish,87.16,6.86,1.19,0.62,51.85
EMN,2025-12-19,Bullish,63.83,2.0,1.82,2.61,143.01
UDR,2025-12-30,Bullish,36.69,2.01,2.7,2.28,84.42
LNT,2025-12-10,Bearish,65.010002,-2.62,1.93,3.34,173.39
OMC,2025-12-16,Bullish,80.755,6.98,6.34,5.99,94.56
TAP,2025-12-17,Bullish,46.69,0.11,4.02,2.19,54.47
MGM,2025-12-04,Bullish,36.48,8.54,4.48,3.39,75.73
WY,2025-12-31,Bullish,23.7,1.85,7.11,3.17,44.57
Bullish_Tickers,,,,"DECK,BURL,TTC,CG,LSCC,CCK,UNM,WBS,CNM,JEF,GXO,CROX,PB,EXLS,ST,FNB,ONB,WLK,TEX,NVST,IRT,QDEL,NYCB,ASB,AMZN,AES,BEN,HSY,TXT,EMN,UDR,OMC,TAP,MGM,WY",,,
Bearish_Tickers,,,,"WPC,ELS,REXR,OVV,IBKR,ITT,TTEK,WTRG,MTN,DBX,BWXT,RRC,STAG,FNF,FNF,MTDR,RMBS,HR,ADC,HALO,KBH,SLM,VAL,AM,KRC,TGNA,NRG,AEE,HRL,NI,LNT",,,
Delta_Bullish,,,,"DECK,LSCC,QDEL,AMZN,UDR,OMC,TAP,MGM,WY",,,
Delta_Bearish,,,,"OVV,TTEK,RMBS,HRL,LNT",,,
