Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
ELS,2025-10-08,Bullish,62.47,2.37,1.85,2.49,134.45
GLPI,2025-09-24,Bearish,44.33,-5.98,2.26,3.5,154.86
USFD,2025-09-22,Bearish,75.5,-3.66,1.87,1.88,100.68
OVV,2025-10-10,Bearish,37.99,-6.12,2.99,3.49,116.5
ALLY,2025-10-13,Bearish,37.87,-5.05,4.07,2.85,70.08
TTEK,2025-09-22,Bearish,34.57,-4.33,2.28,2.82,123.62
WTRG,2025-09-30,Bullish,39.78,3.91,1.98,1.75,88.47
UNM,2025-09-25,Bullish,75.46,1.23,1.72,0.94,54.64
ACHC,2025-09-25,Bullish,24.29,8.1,3.75,3.39,90.37
NNN,2025-10-10,Bearish,42.26,-0.14,1.17,0.84,72.15
KBR,2025-09-16,Bearish,44.71,-9.68,1.06,0.72,67.97
NYT,2025-10-07,Bearish,54.97,-3.78,1.52,1.19,78.46
RRC,2025-09-30,Bullish,36.97,3.16,3.3,2.98,90.14
STAG,2025-10-07,Bullish,36.26,1.59,1.74,1.18,67.51
EQH,2025-09-30,Bearish,48.89,-7.63,3.08,2.64,85.89
FNF,2025-10-10,Bearish,55.28,-5.45,1.17,0.94,80.37
FNF,2025-10-10,Bearish,55.28,-5.45,1.17,0.94,80.37
OGE,2025-09-29,Bullish,45.96,2.8,1.13,1.63,144.49
EXEL,2025-10-09,Bearish,38.44,-2.84,2.44,1.68,68.96
TMHC,2025-10-10,Bearish,60.6,-7.77,1.08,0.89,82.37
STWD,2025-10-01,Bearish,18.72,-6.63,2.94,3.77,128.13
PR,2025-09-22,Bearish,12.61,-7.81,12.93,11.91,92.11
VVV,2025-10-01,Bearish,35.25,-7.14,1.8,1.99,110.54
FLS,2025-10-09,Bearish,50.2,-6.5,2.14,1.96,91.62
SNV,2025-09-30,Bearish,46.18,-8.33,1.64,1.37,83.14
ST,2025-10-10,Bearish,30.52,-1.27,1.45,2.53,174.45
KRG,2025-09-25,Bearish,21.66,-2.9,1.99,2.38,119.72
HOMB,2025-10-01,Bearish,27.15,-6.13,1.11,0.74,66.93
VNO,2025-09-05,Bullish,38.92,1.84,1.82,2.85,156.28
AM,2025-09-08,Bullish,18.38,2.69,2.37,3.36,141.54
AVT,2025-09-25,Bearish,50.69,-4.74,1.18,0.7,59.12
EQH,2025-09-30,Bearish,48.89,-7.63,3.08,2.64,85.89
YETI,2025-10-08,Bearish,32.2,-6.67,1.54,1.48,95.69
NVST,2025-10-13,Bearish,19.22,-5.59,2.11,1.72,81.62
CUZ,2025-10-09,Bearish,26.24,-7.87,1.38,1.46,105.48
PENN,2025-10-10,Bearish,16.74,-9.87,3.47,4.15,119.71
PGNY,2025-09-19,Bearish,20.43,-9.67,1.07,2.77,260.09
CNX,2025-09-26,Bullish,32.64,7.31,1.94,1.82,93.57
PK,2025-10-09,Bearish,10.8,-4.19,3.3,3.02,91.32
LEG,2025-09-25,Bearish,8.49,-9.79,1.89,1.88,99.31
SBRA,2025-10-06,Bearish,17.53,-5.83,2.38,4.25,178.46
NYCB,2025-10-02,Bearish,11.975,0.02,4.8,4.2,87.63
DOC,2025-09-08,Bullish,17.96,1.39,6.55,8.34,127.23
VSH,2025-10-13,Bullish,15.88,2.49,1.35,1.33,99.06
GO,2025-10-10,Bearish,15.11,-6.9,3.03,2.47,81.59
PG,2025-09-18,Bearish,147.49001,-6.52,6.12,7.65,124.94
MA,2025-10-10,Bearish,559.23999,-2.8,2.91,3.55,122.28
HD,2025-10-13,Bearish,379.37,-4.18,3.3,2.93,88.54
MRK,2025-10-02,Bullish,85.7,3.57,14.21,14.58,102.54
PEP,2025-10-10,Bullish,148.89,4.4,8.01,17.55,218.98
MCD,2025-09-29,Bearish,300.10999,-1.85,3.13,3.07,98.31
PFE,2025-10-01,Bullish,24.73,0.64,58.8,150.88,256.58
