Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2026-05-01,Bearish,97.65,-7.44,1.55,1.38,89.31
OC,2026-04-22,Bullish,116.89,1.06,1.12,0.88,78.46
WPC,2026-04-09,Bullish,72.43,3.43,1.34,1.04,78.23
PSTG,2026-04-27,Bullish,72.75,9.35,2.61,2.87,110.03
ELS,2026-03-31,Bearish,62.63,-3.41,1.53,1.54,100.47
GLPI,2026-04-17,Bullish,47.32,2.0,2.32,2.33,100.71
CUBE,2026-04-17,Bullish,39.049999,1.85,2.21,2.39,108.42
DKS,2026-04-15,Bullish,217.27,7.14,1.15,0.87,76.21
ALLY,2026-04-16,Bullish,43.029999,6.2,3.32,5.22,157.37
NLY,2026-04-28,Bullish,22.35,0.15,5.84,4.03,69.04
BJ,2026-04-10,Bearish,94.63,-1.82,2.06,2.06,99.93
WTRG,2026-04-30,Bearish,37.95,-4.23,2.47,3.82,154.4
UNM,2026-04-09,Bullish,80.24,7.86,1.87,1.17,62.24
FHN,2026-04-16,Bullish,24.63,4.91,5.73,6.57,114.64
OHI,2026-04-16,Bullish,46.21,1.11,1.94,2.49,128.01
ORI,2026-04-24,Bearish,38.49,-6.33,1.41,2.31,163.72
FNF,2026-05-01,Bullish,51.099998,1.94,1.7,1.2,70.97
FNF,2026-05-01,Bullish,51.099998,1.94,1.7,1.2,70.97
WH,2026-03-26,Bullish,80.24,2.82,1.25,1.39,110.98
EXEL,2026-04-08,Bullish,44.17,3.3,2.39,2.63,110.21
PNFP,2026-04-20,Bullish,97.77,7.22,1.35,1.72,127.4
GMED,2026-04-08,Bullish,90.99,3.53,1.07,1.49,138.58
CBSH,2026-05-01,Bullish,51.99,2.14,1.25,1.15,92.19
HXL,2026-04-17,Bullish,90.94,9.47,1.13,1.74,153.19
TMHC,2026-04-29,Bearish,59.04,-3.38,1.52,1.0,65.83
STWD,2026-04-23,Bullish,18.075,1.22,2.75,1.71,62.07
SON,2026-04-30,Bearish,49.91,-4.58,1.55,1.63,105.58
VVV,2026-03-30,Bearish,31.925,-7.63,1.78,2.32,130.41
FLS,2026-05-05,Bearish,71.31,-9.29,2.71,0.0,0.02
PII,2026-04-29,Bullish,63.93,8.58,2.04,1.87,91.87
UBSI,2026-04-07,Bullish,43.225,5.22,1.16,0.86,73.95
FNB,2026-04-14,Bullish,17.705,3.75,8.97,7.23,80.63
ONB,2026-04-17,Bullish,23.92,4.49,3.16,5.28,167.27
OZK,2026-04-16,Bullish,48.03,2.76,1.31,0.85,64.84
VNO,2026-05-01,Bullish,29.09,1.48,1.76,2.24,127.53
POR,2026-05-01,Bearish,48.9,-5.49,1.2,2.03,168.52
EQH,2026-05-05,Bullish,43.89,6.9,3.59,0.03,0.71
COLB,2026-04-17,Bullish,29.17,2.67,3.04,2.05,67.24
KRC,2026-05-04,Bullish,32.785,4.01,2.34,1.05,44.65
MAN,2026-04-20,Bullish,29.315,0.28,1.19,1.35,113.33
VLY,2026-04-08,Bullish,13.545,9.87,7.98,9.31,116.61
BKH,2026-04-10,Bullish,74.9,4.82,1.01,0.7,69.66
CUZ,2026-04-27,Bullish,25.4,7.12,2.09,1.54,73.56
CNX,2026-04-21,Bearish,38.1,-2.93,2.08,1.59,76.3
PK,2026-04-17,Bullish,11.21,2.63,4.11,5.62,136.79
NEOG,2026-04-29,Bearish,9.1,-3.58,2.89,2.06,71.16
PNM,2026-04-09,Bullish,59.19,0.76,1.48,2.06,139.1
NYCB,2026-04-02,Bullish,13.86,6.81,5.36,4.41,82.16
ASB,2026-04-14,Bullish,28.07,6.57,2.43,1.82,75.07
SMG,2026-05-04,Bearish,59.64,-6.18,1.02,1.26,123.25
UA,2026-05-04,Bearish,6.01,-1.24,2.4,2.1,87.49
WY,2026-05-04,Bearish,23.81,-2.83,4.69,5.16,110.14
Bullish_Tickers,,,,"OC,WPC,PSTG,GLPI,CUBE,DKS,ALLY,NLY,UNM,FHN,OHI,FNF,FNF,WH,EXEL,PNFP,GMED,CBSH,HXL,STWD,PII,UBSI,FNB,ONB,OZK,VNO,EQH,COLB,KRC,MAN,VLY,BKH,CUZ,PK,PNM,NYCB,ASB",,,
Bearish_Tickers,,,,"DECK,ELS,BJ,WTRG,ORI,TMHC,SON,VVV,FLS,POR,CNX,NEOG,SMG,UA,WY",,,
Delta_Bullish,,,,"DKS,HXL,EQH",,,
Delta_Bearish,,,,"FLS,NEOG,SMG,UA",,,
