Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2026-03-20,Bearish,100.26,-6.11,2.24,3.67,163.81
GGG,2026-03-20,Bearish,84.97,-3.83,1.07,1.98,185.93
ELS,2026-03-31,Bearish,63.48,-2.1,1.53,1.54,100.47
GLPI,2026-03-31,Bearish,45.93,-0.84,2.21,2.93,132.7
TOL,2026-03-18,Bearish,133.089996,-9.63,1.17,1.17,100.14
IBKR,2026-03-11,Bearish,68.11,-3.94,4.51,3.18,70.45
CUBE,2026-03-25,Bearish,37.25,-3.08,2.64,1.93,73.02
ITT,2026-04-01,Bullish,196.25,3.45,1.09,0.98,89.92
SCI,2026-04-02,Bullish,82.96,2.93,1.22,1.27,103.77
EWBC,2026-03-09,Bearish,110.61,-2.58,1.01,1.54,152.03
KNX,2026-04-01,Bullish,59.52,6.14,3.22,2.77,86.07
NLY,2026-03-11,Bearish,21.23,-7.13,7.44,4.7,63.15
THC,2026-03-27,Bearish,194.60001,-8.5,1.02,0.6,58.93
CCK,2026-03-20,Bearish,100.97,-5.12,1.1,1.88,170.21
FHN,2026-03-09,Bearish,23.18,-3.75,6.27,5.81,92.58
EHC,2026-03-11,Bearish,105.67,-0.51,1.15,1.13,98.55
OHI,2026-04-01,Bearish,45.44,-0.48,1.92,2.26,117.46
CNM,2026-03-06,Bearish,50.41,-7.98,2.04,2.04,100.26
FR,2026-03-30,Bearish,59.060001,-0.27,1.06,0.73,68.58
FLR,2026-03-31,Bullish,47.72,2.92,2.67,2.6,97.49
STAG,2026-03-23,Bearish,37.19,-2.51,1.26,1.58,125.4
GXO,2026-03-17,Bearish,53.27,-7.27,1.22,0.78,64.22
WH,2026-03-26,Bullish,81.21,4.06,1.25,1.39,110.98
PNFP,2026-03-02,Bearish,88.31,-8.38,1.53,1.46,95.09
FAF,2026-03-20,Bearish,60.84,-6.1,1.09,3.01,275.37
RMBS,2026-03-03,Bearish,91.87,-9.32,2.78,2.85,102.51
CBSH,2026-02-27,Bearish,49.97,-6.19,1.42,2.07,145.2
HXL,2026-03-27,Bearish,79.94,-3.65,1.31,0.83,63.73
BC,2026-03-10,Bearish,73.55,-7.84,1.11,1.28,115.65
PB,2026-03-09,Bearish,67.32,-5.15,1.27,1.81,142.18
VNT,2026-03-13,Bearish,35.34,-9.55,1.09,0.77,70.8
VVV,2026-03-30,Bearish,33.59,-2.82,1.78,2.32,130.41
FLS,2026-03-23,Bearish,77.39,-0.97,1.73,2.53,145.61
TKO,2026-03-19,Bearish,192.96001,-5.96,1.24,1.32,106.02
SFM,2026-03-18,Bullish,77.12,0.11,3.24,3.92,120.7
UGI,2026-03-06,Bearish,37.02,-1.66,1.72,1.04,60.31
UBSI,2026-04-07,Bullish,42.41,3.23,1.16,0.82,70.62
FNB,2026-03-09,Bearish,17.049999,-2.11,7.62,5.1,66.97
ONB,2026-03-11,Bearish,22.51,-4.19,3.23,3.03,93.78
BYD,2026-03-03,Bearish,83.39,-0.91,1.09,2.04,186.29
OZK,2026-03-06,Bearish,46.64,-2.7,1.11,1.74,157.34
HOMB,2026-03-04,Bearish,28.38,-1.08,1.34,1.55,115.05
TEX,2026-03-30,Bearish,59.62,-1.34,1.53,1.36,89.04
GPS,2026-03-10,Bearish,25.36,-4.68,8.36,10.82,129.41
COLB,2026-03-10,Bearish,29.05,-0.42,3.05,2.53,83.1
WU,2026-03-23,Bearish,9.08,-3.78,9.01,9.26,102.78
VLY,2026-04-08,Bullish,13.155,6.6,7.52,0.02,0.23
PENN,2026-03-23,Bullish,15.52,9.87,5.19,4.19,80.84
EPR,2026-03-24,Bearish,53.18,-3.56,1.05,1.48,141.18
PK,2026-03-12,Bearish,10.79,-2.7,4.45,3.03,68.22
NYCB,2026-04-02,Bullish,13.57,4.57,5.36,4.41,82.16
DOC,2026-03-25,Bearish,17.015,-1.07,7.62,8.25,108.29
TGNA,2026-02-11,Bullish,20.030001,3.04,1.76,2.26,128.46
AAPL,2026-03-06,Bearish,258.64,-2.35,45.9,41.12,89.58
NVDA,2026-03-06,Bearish,183.91,-0.48,195.75,189.02,96.56
PG,2026-03-23,Bearish,143.92,-5.57,11.75,10.32,87.76
HD,2026-03-09,Bearish,336.12,-9.77,3.99,4.22,105.77
ABBV,2026-03-18,Bearish,207.49,-7.67,6.31,8.6,136.15
PEP,2026-03-27,Bearish,152.555,-2.31,6.29,6.66,105.86
MCD,2026-03-26,Bearish,305.07,-4.43,3.27,3.03,92.4
CMCSA,2026-03-27,Bearish,27.835,-6.34,37.35,19.78,52.95
NFLX,2026-03-11,Bullish,98.8,9.17,56.1,33.96,60.54
PM,2026-03-23,Bearish,156.86,-9.09,5.47,3.94,72.17
AMGN,2026-04-07,Bearish,345.61,-2.48,2.68,3.16,117.91
UNP,2026-04-08,Bullish,251.49,2.61,2.65,0.01,0.54
LOW,2026-03-11,Bearish,244.7,-6.83,2.84,1.9,66.75
BA,2026-03-12,Bearish,218.12,-3.91,6.51,10.76,165.17
UPS,2026-03-16,Bearish,100.455,-5.73,6.02,4.87,80.8
GE,2026-03-20,Bearish,309.3,-1.55,5.52,10.19,184.51
PLD,2026-04-08,Bullish,137.145,3.09,3.11,0.0,0.11
SYK,2026-03-13,Bearish,337.51,-7.45,1.96,2.27,115.88
AMT,2026-03-24,Bearish,174.9,-3.95,3.36,4.56,135.72
CI,2026-03-10,Bearish,275.25,-1.83,1.67,2.04,122.34
BDX,2026-03-23,Bearish,158.835,-3.21,2.77,2.28,82.52
ZTS,2026-03-05,Bearish,118.88,-6.28,4.6,4.14,90.0
VRTX,2026-03-26,Bearish,439.03,-5.35,1.46,1.16,79.55
CL,2026-03-27,Bearish,85.1,-3.88,6.78,6.81,100.47
ITW,2026-03-24,Bearish,269.19,-0.93,1.39,1.05,75.15
NSC,2026-03-19,Bearish,294.97,-1.31,1.41,2.01,142.67
SHW,2026-03-11,Bearish,337.73,-2.93,1.66,1.53,91.97
GD,2026-03-30,Bearish,348.27,-0.94,1.37,1.56,114.33
KDP,2026-03-17,Bearish,25.92,-8.71,10.41,7.22,69.38
MNST,2026-03-18,Bearish,75.5,-3.98,6.66,6.85,102.75
KHC,2026-03-10,Bearish,23.005,-5.2,16.93,11.21,66.22
D,2026-04-02,Bullish,62.425,0.89,4.09,3.45,84.32
AIG,2026-03-16,Bearish,77.535,-0.72,4.05,2.68,66.18
PSA,2026-03-24,Bearish,286.71,-0.55,1.37,1.23,90.04
CMG,2026-02-27,Bearish,34.3,-9.5,19.6,20.76,105.96
APH,2026-03-09,Bearish,132.85,-6.04,9.31,8.76,94.06
CTAS,2026-03-20,Bearish,175.97,-9.08,2.44,3.84,157.51
YUM,2026-04-08,Bullish,160.0,1.42,1.61,0.01,0.56
TT,2026-04-08,Bullish,451.155,5.38,1.24,0.02,1.83
ACGL,2026-04-08,Bullish,98.055,2.51,1.8,0.01,0.36
PPG,2026-03-13,Bearish,110.0,-3.34,2.23,2.25,100.62
EA,2026-03-30,Bullish,204.06,1.49,2.49,1.58,63.28
ECL,2026-03-19,Bearish,270.13,-4.29,1.55,2.36,152.92
FTNT,2026-04-06,Bullish,84.88,4.18,5.91,3.46,58.58
STZ,2026-04-07,Bullish,152.9,0.53,1.87,1.8,96.32
CAH,2026-04-08,Bullish,216.25,1.44,1.66,0.01,0.64
RCL,2026-03-11,Bearish,295.84,-1.85,2.73,1.75,64.14
DHI,2026-03-10,Bearish,146.31,-5.57,2.63,2.34,88.93
KMB,2026-03-12,Bearish,96.27,-8.13,5.03,5.6,111.38
VICI,2026-03-18,Bearish,27.97,-3.91,10.01,16.69,166.78
AOS,2026-03-13,Bearish,66.775,-8.33,1.29,1.21,94.0
BEN,2026-03-18,Bearish,25.015,-2.29,5.15,5.78,112.18
MAS,2026-03-11,Bearish,62.69,-8.86,2.65,1.6,60.15
CHD,2026-04-06,Bearish,93.685,-2.03,2.19,1.73,78.68
TXT,2026-03-25,Bearish,91.635,-0.93,1.69,1.2,71.11
EMN,2026-03-26,Bullish,73.99,4.3,1.79,1.29,72.1
UDR,2026-03-16,Bearish,35.2,-4.8,3.36,2.24,66.78
INCY,2026-03-05,Bearish,94.67,-6.04,1.93,1.33,69.0
OMC,2026-03-26,Bearish,77.13,-0.88,4.87,4.16,85.34
TAP,2026-03-09,Bearish,45.13,-7.21,3.48,2.42,69.46
RMD,2026-03-10,Bearish,233.36,-8.69,1.04,0.93,89.49
VTRS,2026-04-02,Bearish,13.615,-0.66,9.98,5.92,59.35
DOC,2026-03-25,Bearish,16.985,-1.24,7.62,8.25,108.29
WY,2026-03-11,Bearish,24.975,0.01,6.34,7.25,114.26
Bullish_Tickers,,,,"ITT,SCI,KNX,FLR,WH,SFM,UBSI,VLY,PENN,NYCB,TGNA,NFLX,UNP,PLD,D,YUM,TT,ACGL,EA,FTNT,STZ,CAH,EMN",,,
Bearish_Tickers,,,,"DECK,GGG,ELS,GLPI,TOL,IBKR,CUBE,EWBC,NLY,THC,CCK,FHN,EHC,OHI,CNM,FR,STAG,GXO,PNFP,FAF,RMBS,CBSH,HXL,BC,PB,VNT,VVV,FLS,TKO,UGI,FNB,ONB,BYD,OZK,HOMB,TEX,GPS,COLB,WU,EPR,PK,DOC,AAPL,NVDA,PG,HD,ABBV,PEP,MCD,CMCSA,PM,AMGN,LOW,BA,UPS,GE,SYK,AMT,CI,BDX,ZTS,VRTX,CL,ITW,NSC,SHW,GD,KDP,MNST,KHC,AIG,PSA,CMG,APH,CTAS,PPG,ECL,RCL,DHI,KMB,VICI,AOS,BEN,MAS,CHD,TXT,UDR,INCY,OMC,TAP,RMD,VTRS,DOC,WY",,,
Delta_Bullish,,,,"UBSI,VLY,NFLX,UNP,PLD,D,YUM,TT,ACGL,EA,FTNT,STZ,CAH",,,
