Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
XPO,2025-10-30,Bullish,139.99001,8.12,1.4,2.88,205.81
ELS,2025-11-10,Bullish,63.02,2.7,2.33,1.37,58.67
IBKR,2025-11-24,Bearish,63.17,-4.87,4.28,4.42,103.26
CUBE,2025-10-31,Bearish,36.93,-9.26,1.78,4.49,252.01
KNX,2025-10-16,Bullish,45.44,6.34,4.23,5.97,141.11
UNM,2025-11-04,Bullish,76.55,1.37,1.36,3.88,286.08
DBX,2025-11-07,Bullish,29.84,1.84,3.32,9.07,273.15
ARMK,2025-10-29,Bearish,37.96,-3.33,2.24,2.28,101.8
RGLD,2025-11-21,Bullish,192.38,4.31,1.05,1.21,115.0
NNN,2025-10-24,Bearish,41.0,-3.16,1.0,1.38,137.88
BRX,2025-11-03,Bearish,26.09,-3.63,2.48,2.38,95.94
FLR,2025-11-18,Bearish,41.84,-7.32,3.68,2.48,67.39
GXO,2025-11-17,Bearish,49.65,-4.88,1.15,1.41,123.1
FNF,2025-11-25,Bullish,59.33,3.13,1.28,0.99,77.0
DAR,2025-10-29,Bullish,35.23,8.78,2.51,1.73,68.97
FNF,2025-11-25,Bullish,59.33,3.13,1.28,0.99,77.0
OGE,2025-11-06,Bearish,44.85,-0.7,1.08,0.93,85.85
EXEL,2025-11-10,Bullish,43.13,9.71,3.25,2.63,80.9
AR,2025-11-13,Bullish,34.0,2.86,4.85,4.28,88.41
G,2025-11-14,Bullish,44.64,7.06,2.3,1.44,62.66
ADC,2025-10-20,Bullish,75.099998,3.55,1.02,1.13,111.05
PB,2025-11-24,Bullish,69.39,4.75,1.11,0.97,88.16
PR,2025-11-18,Bullish,14.11,8.0,11.58,11.13,96.15
MTG,2025-11-05,Bullish,28.44,3.7,1.84,1.94,105.1
TKO,2025-11-06,Bearish,187.42,-0.47,1.21,3.36,277.69
KRG,2025-11-07,Bullish,23.02,3.28,1.9,1.47,76.98
HALO,2025-11-13,Bullish,72.82,6.85,2.33,3.51,150.42
FNB,2025-11-24,Bullish,16.7,5.67,6.41,4.55,70.96
OZK,2025-10-17,Bearish,45.95,-8.91,1.14,3.47,303.9
VNO,2025-10-29,Bearish,37.16,-5.91,1.11,1.85,166.76
GBCI,2025-10-21,Bearish,43.24,-7.8,1.17,1.07,91.58
AM,2025-10-27,Bearish,17.6,-4.08,1.87,2.45,130.92
JHG,2025-11-18,Bearish,42.71,-1.54,1.73,0.99,57.49
WU,2025-10-28,Bullish,8.62,2.84,13.46,27.85,206.85
QDEL,2025-11-05,Bearish,28.14,-0.03,1.17,1.86,159.36
SBRA,2025-11-12,Bullish,18.94,3.13,3.01,3.98,132.19
NSA,2025-10-29,Bearish,29.26,-6.38,1.2,2.0,167.29
IART,2025-11-03,Bearish,13.25,-7.31,1.19,1.68,141.84
DOC,2025-11-04,Bearish,18.11,-0.69,10.96,7.38,67.38
TGNA,2025-11-25,Bearish,19.61,-1.19,1.71,2.83,165.87
WU,2025-10-28,Bullish,8.62,2.84,13.46,27.85,206.85
RJF,2025-10-24,Bearish,154.53999,-6.48,1.3,2.01,155.31
LUV,2025-11-24,Bullish,34.36,6.79,8.2,6.14,74.81
HAS,2025-10-28,Bullish,81.57,7.67,1.9,1.48,78.1
PFG,2025-10-28,Bullish,84.69,5.16,1.15,1.78,155.32
JKHY,2025-11-13,Bullish,173.62,9.87,1.02,0.81,80.19
PNR,2025-11-14,Bearish,106.029999,-1.76,1.3,1.24,95.16
LW,2025-11-20,Bearish,59.0099983,-1.1,1.62,1.03,63.31
TPR,2025-11-13,Bearish,107.68,-0.39,3.26,2.83,86.99
GPC,2025-10-22,Bearish,128.87,-4.43,1.08,1.35,124.74
PNW,2025-11-06,Bearish,89.5,-0.73,1.27,0.97,76.45
KIM,2025-10-31,Bearish,20.68,-4.57,4.85,6.34,130.82
DOV,2025-10-31,Bullish,186.020004,7.3,1.43,1.9,133.02
IPG,2025-11-05,Bearish,25.059999,-4.35,6.55,3.96,60.49
OMC,2025-11-04,Bearish,72.85,-5.19,3.8,2.51,65.93
DOC,2025-11-04,Bearish,18.11,-0.69,10.96,7.38,67.38
HST,2025-11-10,Bullish,17.79,6.48,8.98,15.28,170.19
Bullish_Tickers,,,,"XPO,ELS,KNX,UNM,DBX,RGLD,FNF,DAR,FNF,EXEL,AR,G,ADC,PB,PR,MTG,KRG,HALO,FNB,WU,SBRA,WU,LUV,HAS,PFG,JKHY,DOV,HST",,,
Bearish_Tickers,,,,"IBKR,CUBE,ARMK,NNN,BRX,FLR,GXO,OGE,TKO,OZK,VNO,GBCI,AM,JHG,QDEL,NSA,IART,DOC,TGNA,RJF,PNR,LW,TPR,GPC,PNW,KIM,IPG,OMC,DOC",,,
Delta_Bullish,,,,"FNF,FNF",,,
Delta_Bearish,,,,"CUBE,OZK,VNO,GBCI,IART,TGNA,KIM",,,
