Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2026-03-20,Bearish,100.91,-5.5,2.24,3.67,163.81
GGG,2026-03-20,Bearish,85.65,-3.06,1.07,1.98,185.93
WPC,2026-03-27,Bearish,69.39,-0.82,1.12,1.08,97.11
ELS,2026-03-31,Bearish,63.26,-2.44,1.53,1.54,100.47
GLPI,2026-03-31,Bearish,44.31,-4.34,2.21,2.93,132.7
TOL,2026-03-18,Bearish,136.85001,-7.07,1.17,1.17,100.14
IBKR,2026-03-11,Bearish,67.91,-4.22,4.51,3.18,70.45
CUBE,2026-03-25,Bearish,36.53,-4.96,2.64,1.93,73.02
ITT,2026-04-01,Bullish,192.96001,1.71,1.07,0.55,51.34
EWBC,2026-03-09,Bearish,109.33,-3.71,1.01,1.54,152.03
KNX,2026-04-01,Bullish,57.58,2.68,3.2,2.38,74.38
NLY,2026-03-11,Bearish,21.13,-7.57,7.44,4.7,63.15
TXRH,2026-03-10,Bearish,162.059998,-9.66,1.15,0.78,67.97
CCK,2026-03-20,Bearish,103.82,-2.44,1.1,1.88,170.21
WTRG,2026-02-24,Bullish,40.64,4.91,2.19,3.34,152.7
GNTX,2026-02-26,Bearish,21.63,-9.83,2.47,1.59,64.1
FHN,2026-03-09,Bearish,22.98,-4.58,6.27,5.81,92.58
EHC,2026-03-11,Bearish,97.38,-8.32,1.15,1.13,98.55
OHI,2026-04-01,Bearish,44.33,-2.91,1.92,2.26,117.46
CNM,2026-03-06,Bearish,51.049999,-6.81,2.04,2.04,100.26
FR,2026-03-30,Bearish,58.65,-0.96,1.06,0.73,68.58
FLR,2026-03-31,Bullish,47.55,2.55,2.67,2.6,97.49
STAG,2026-03-23,Bearish,36.21,-5.08,1.26,1.58,125.4
GXO,2026-03-17,Bearish,53.48,-6.9,1.22,0.78,64.22
WH,2026-03-26,Bullish,81.47,4.4,1.25,1.39,110.98
CROX,2026-03-12,Bearish,83.56,-4.17,1.61,1.13,70.07
PNFP,2026-03-02,Bearish,87.85,-8.85,1.53,1.46,95.09
FAF,2026-03-20,Bearish,59.29,-8.49,1.09,3.01,275.37
