Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2025-12-16,Bullish,102.39,7.43,3.39,2.54,75.05
WPC,2025-12-08,Bearish,65.15,-2.42,1.18,1.53,129.41
BURL,2025-12-01,Bearish,268.17999,-0.92,1.26,1.67,132.51
ELS,2025-11-10,Bullish,62.51,1.87,2.33,1.37,58.67
USFD,2025-12-12,Bullish,77.11,2.3,2.21,1.81,82.0
IBKR,2025-11-24,Bearish,62.45,-5.95,4.28,4.42,103.26
ITT,2025-12-15,Bearish,172.080002,-3.44,1.13,0.66,58.51
CLF,2025-11-28,Bullish,12.93,9.83,22.0,7.56,34.37
LSCC,2025-11-26,Bullish,71.86,7.19,2.3,1.71,74.16
TTEK,2025-12-11,Bullish,34.54,1.03,2.92,2.05,70.32
DINO,2025-12-11,Bearish,47.44,-8.36,2.71,2.43,89.61
CCK,2025-12-15,Bullish,104.3,7.41,2.16,2.16,100.12
WTRG,2025-12-04,Bearish,39.0099983,-0.71,2.05,3.45,168.09
UNM,2025-12-17,Bullish,77.91,2.79,1.45,1.35,93.35
DBX,2025-12-10,Bearish,28.73,-2.29,3.35,9.05,270.43
FHN,2025-12-01,Bullish,23.87,9.97,6.45,4.42,68.6
BWXT,2025-11-28,Bearish,168.12,-8.9,1.42,0.37,26.34
RRC,2025-12-17,Bearish,35.42,-4.98,3.34,2.83,84.88
AXTA,2025-11-28,Bullish,31.9,9.82,4.65,1.37,29.48
FLR,2025-11-18,Bearish,40.86,-9.49,3.68,2.48,67.39
JEF,2025-12-10,Bullish,61.040001,6.37,1.79,2.27,126.97
GXO,2025-12-12,Bullish,52.6,1.7,1.04,0.7,67.68
FNF,2025-12-10,Bearish,55.9,-2.94,1.08,2.55,234.83
FNF,2025-12-10,Bearish,55.9,-2.94,1.08,2.55,234.83
CROX,2025-12-05,Bullish,89.75,7.92,1.62,1.37,84.79
EXEL,2025-11-10,Bullish,42.0,6.83,3.25,2.63,80.9
AR,2025-11-13,Bullish,34.31,3.8,4.85,4.28,88.41
HR,2025-12-09,Bearish,17.11,-3.83,2.45,2.39,97.4
ADC,2025-12-12,Bearish,72.17,-1.4,1.02,0.97,95.39
PB,2025-11-24,Bullish,71.92,8.57,1.11,0.97,88.16
PR,2025-11-18,Bullish,14.36,9.92,11.58,11.13,96.15
ST,2025-12-02,Bullish,33.080002,6.49,1.3,1.32,101.63
KRG,2025-11-07,Bullish,23.79,6.74,1.9,1.47,76.98
HALO,2025-12-05,Bearish,65.77,-3.65,2.74,1.55,56.6
NVST,2025-12-01,Bullish,21.85,8.59,1.84,1.21,66.02
KRC,2025-12-12,Bearish,38.95,-5.61,1.29,1.76,135.73
IRT,2025-12-01,Bullish,17.17,3.17,2.79,3.34,119.73
SBRA,2025-11-12,Bullish,18.85,2.65,3.01,3.98,132.19
ASB,2025-11-28,Bullish,26.36,3.6,1.4,0.56,39.84
TGNA,2025-11-25,Bearish,19.65,-0.99,1.71,2.83,165.87
VSH,2025-11-11,Bearish,14.57,-8.07,2.19,1.78,81.11
MGM,2025-12-04,Bullish,36.2,7.71,4.48,3.39,75.73
Bullish_Tickers,,,,"DECK,ELS,USFD,CLF,LSCC,TTEK,CCK,UNM,FHN,AXTA,JEF,GXO,CROX,EXEL,AR,PB,PR,ST,KRG,NVST,IRT,SBRA,ASB,MGM",,,
Bearish_Tickers,,,,"WPC,BURL,IBKR,ITT,DINO,WTRG,DBX,BWXT,RRC,FLR,FNF,FNF,HR,ADC,HALO,KRC,TGNA,VSH",,,
Delta_Bullish,,,,"LSCC,TTEK,UNM,CROX",,,
Delta_Bearish,,,,"RRC,FNF,FNF",,,
