Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DT,2025-08-06,Bearish,48.66,-7.94,2.65,8.17,307.94
FBIN,2025-07-24,Bullish,57.77,7.69,2.19,2.07,94.3
CUBE,2025-07-18,Bearish,39.97,-5.15,1.86,1.56,83.96
TREX,2025-07-11,Bullish,61.74,6.47,1.96,1.65,84.18
SCI,2025-08-12,Bullish,80.98,2.7,1.21,0.72,59.7
KNX,2025-07-31,Bearish,42.09,-5.83,3.07,4.44,144.37
NLY,2025-07-11,Bullish,20.91,7.97,7.69,4.34,56.43
WTRG,2025-08-12,Bullish,39.27,3.57,1.95,1.83,93.76
MIDD,2025-08-06,Bearish,130.39999,-9.46,1.0,4.89,488.19
ARMK,2025-08-20,Bearish,40.060001,-1.56,2.54,4.82,189.49
PVH,2025-07-25,Bullish,75.9,4.11,1.3,0.77,59.54
NNN,2025-08-11,Bearish,42.29,-0.05,1.34,0.73,54.37
ORI,2025-08-14,Bullish,39.3,5.66,1.47,1.01,68.59
BRX,2025-07-22,Bullish,27.01,5.09,2.35,2.11,89.91
NOV,2025-08-04,Bearish,12.19,-6.42,4.28,4.17,97.43
MAT,2025-07-29,Bearish,17.7,-6.81,4.68,4.72,100.79
FNF,2025-08-08,Bullish,59.27,4.64,1.96,1.09,55.59
FNF,2025-08-08,Bullish,59.27,4.64,1.96,1.09,55.59
WH,2025-07-17,Bullish,86.43,1.37,1.34,1.65,123.31
OGE,2025-07-21,Bullish,45.27,2.25,1.24,1.25,100.39
EXEL,2025-08-01,Bearish,37.86,-9.85,3.69,5.81,157.4
MTDR,2025-08-15,Bearish,46.24,-4.53,1.9,1.34,70.86
FAF,2025-08-04,Bullish,64.69,8.96,1.64,0.7,42.7
G,2025-07-30,Bearish,44.040001,-1.92,1.19,1.56,131.0
PR,2025-08-13,Bearish,13.31,-2.23,10.75,9.27,86.23
MUR,2025-08-14,Bearish,22.22,-7.69,2.35,2.48,105.88
VVV,2025-08-06,Bullish,38.9,6.81,1.96,3.07,156.92
CIVI,2025-08-13,Bullish,32.85,7.93,2.22,3.36,151.04
M,2025-07-11,Bullish,12.88,7.12,7.52,5.28,70.22
MTG,2025-08-06,Bullish,27.5,5.11,2.44,1.92,78.58
SNV,2025-08-07,Bearish,49.4,-1.74,3.44,1.44,41.91
TKO,2025-08-11,Bullish,182.61,9.1,1.02,2.66,260.54
SFM,2025-07-30,Bearish,151.059998,-7.01,1.29,2.05,158.95
KRG,2025-08-05,Bearish,22.030001,-1.74,1.58,2.52,159.25
WLK,2025-08-20,Bullish,82.75,0.91,1.46,1.12,77.02
SLM,2025-08-18,Bearish,30.66,-4.31,2.31,2.69,116.44
VNO,2025-08-06,Bearish,36.68,-4.89,1.63,2.18,133.44
MDU,2025-08-15,Bearish,16.38,-2.72,1.56,2.01,128.56
POR,2025-08-08,Bullish,42.5,2.67,1.43,0.87,60.48
RH,2025-07-25,Bullish,216.61,7.35,1.14,0.75,65.9
CUZ,2025-07-23,Bearish,27.73,-4.14,1.62,1.31,80.97
PK,2025-08-14,Bullish,11.13,4.07,4.06,3.77,92.85
LEG,2025-08-08,Bearish,9.29,-0.5,2.02,1.74,85.74
NYCB,2025-08-12,Bullish,12.0,4.59,7.09,5.29,74.56
DOC,2025-07-30,Bearish,17.22,-4.29,7.21,10.67,147.91
VSH,2025-08-12,Bearish,14.77,-6.58,2.11,2.39,113.57
AAPL,2025-07-11,Bullish,226.0099945,9.53,54.62,39.77,72.8
NOW,2025-08-01,Bearish,890.25,-8.58,1.62,1.81,111.59
ISRG,2025-07-11,Bearish,480.45001,-9.34,1.68,2.95,175.9
DE,2025-08-18,Bearish,492.72,-2.28,1.41,1.39,98.47
AMT,2025-08-06,Bearish,209.5,-3.75,2.09,1.63,78.26
BDX,2025-08-11,Bullish,199.2,9.92,3.16,2.77,87.63
SHW,2025-08-12,Bullish,367.13,5.97,2.11,2.57,121.77
EOG,2025-08-18,Bearish,118.36,-0.17,2.83,2.74,96.98
DUK,2025-07-16,Bullish,124.48,6.28,2.83,2.16,76.34
