Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2026-05-29,Bullish,112.1,7.59,2.4,2.85,118.89
OC,2026-05-26,Bullish,120.05,2.1,1.25,0.82,65.54
BURL,2026-06-03,Bullish,328.87,4.69,1.1,1.06,96.01
NLY,2026-05-15,Bearish,21.605,-3.18,5.37,6.48,120.65
CHDN,2026-05-11,Bearish,89.69,-3.2,1.17,1.13,97.14
SF,2026-05-11,Bearish,71.57,-7.31,1.42,2.62,184.7
OHI,2026-06-05,Bearish,46.26,-0.15,2.35,3.64,155.06
NYT,2026-05-15,Bearish,72.72,-7.57,2.1,1.86,88.19
RRC,2026-05-27,Bearish,39.3,-5.48,2.41,2.77,115.04
FLR,2026-06-08,Bullish,48.61,2.26,2.91,2.31,79.16
EQH,2026-06-09,Bullish,42.26,2.17,4.56,2.7,59.13
FNF,2026-05-12,Bearish,48.26,-3.53,1.82,2.65,145.5
FNF,2026-05-12,Bearish,48.26,-3.53,1.82,2.65,145.5
WH,2026-05-29,Bearish,78.96,-3.1,1.14,1.29,113.35
OLN,2026-06-03,Bearish,24.13,-9.27,2.13,1.36,63.71
MTDR,2026-06-01,Bearish,55.03,-3.6,1.72,1.34,77.64
AR,2026-05-11,Bearish,35.355,-7.12,4.91,3.76,76.58
GMED,2026-05-08,Bearish,81.13,-9.37,1.33,6.04,455.01
CBSH,2026-05-01,Bullish,54.7,7.46,1.25,1.15,92.19
ADC,2026-05-08,Bearish,75.55,-1.65,1.07,0.77,71.98
PBF,2026-06-02,Bullish,42.36,2.78,2.86,2.33,81.53
STWD,2026-05-13,Bearish,17.215,-3.59,2.78,3.66,131.71
VVV,2026-06-04,Bullish,37.09,9.77,2.33,1.91,81.99
FLS,2026-05-05,Bearish,74.23,-5.49,2.9,3.56,122.77
MTG,2026-05-12,Bearish,25.905,-4.08,2.32,1.99,85.8
TKO,2026-06-02,Bullish,208.83,7.5,1.5,1.14,76.05
HALO,2026-05-20,Bullish,71.435,6.45,1.81,1.43,78.78
BYD,2026-06-05,Bullish,87.95,4.88,1.03,1.19,115.37
TEX,2026-06-09,Bullish,61.36,0.86,1.09,1.27,116.58
MDU,2026-06-09,Bearish,21.3,-1.11,1.9,1.31,68.52
POR,2026-05-01,Bearish,51.175,-1.09,1.2,2.03,168.52
