Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
OC,2026-05-26,Bullish,119.575,1.72,1.21,0.02,1.25
DT,2026-05-15,Bullish,40.68,8.52,7.49,8.55,114.24
GLPI,2026-04-17,Bullish,47.57,2.54,2.32,2.33,100.71
PFGC,2026-05-08,Bullish,93.13,3.83,2.05,2.46,119.91
CUBE,2026-04-17,Bullish,40.12,4.64,2.21,2.39,108.42
ALLY,2026-04-16,Bullish,42.92,5.93,3.32,5.22,157.37
SCI,2026-05-08,Bearish,76.3,-6.4,1.4,1.09,78.18
NLY,2026-05-15,Bearish,21.495,-3.68,5.37,6.48,120.65
TXRH,2026-05-15,Bullish,179.05,6.07,1.3,0.97,74.57
WTRG,2026-04-30,Bearish,37.17,-6.19,2.47,3.82,154.4
FNF,2026-05-12,Bearish,48.4,-3.25,1.82,2.65,145.5
FNF,2026-05-12,Bearish,48.4,-3.25,1.82,2.65,145.5
WH,2026-05-21,Bearish,79.835,-2.09,1.22,1.6,131.49
PNFP,2026-04-20,Bullish,98.84,8.39,1.35,1.72,127.4
AR,2026-05-11,Bearish,36.565,-3.94,4.91,3.76,76.58
GMED,2026-05-08,Bearish,85.07,-4.97,1.33,6.04,455.01
CBSH,2026-05-01,Bullish,52.59,3.32,1.25,1.15,92.19
HXL,2026-04-17,Bullish,89.13,7.29,1.13,1.74,153.19
ADC,2026-05-08,Bearish,75.23,-2.07,1.07,0.77,71.98
TMHC,2026-04-29,Bearish,58.625,-4.06,1.52,1.0,65.83
STWD,2026-05-13,Bearish,17.385,-2.64,2.78,3.66,131.71
SON,2026-04-30,Bearish,49.725,-4.93,1.55,1.63,105.58
FLS,2026-05-05,Bearish,72.43,-7.79,2.9,3.56,122.77
KRC,2026-05-04,Bullish,34.43,9.23,2.39,1.9,79.67
MAN,2026-05-13,Bearish,28.94,-1.46,1.06,1.78,167.75
IRT,2026-05-06,Bullish,16.885,5.57,2.21,2.39,107.98
CNX,2026-04-21,Bearish,35.45,-9.68,2.08,1.59,76.3
PK,2026-04-17,Bullish,11.855,8.54,4.11,5.62,136.79
NEOG,2026-04-29,Bearish,8.97,-4.96,2.89,2.06,71.16
WEN,2026-05-15,Bullish,7.53,3.76,12.79,9.96,77.85
LEG,2026-05-08,Bearish,10.21,-5.78,4.7,2.36,50.25
CRI,2026-05-26,Bullish,37.91,5.78,1.12,0.03,2.39
SMG,2026-05-04,Bearish,60.07,-5.5,1.03,1.42,138.04
MPW,2026-05-07,Bullish,5.08,0.13,5.34,9.56,179.05
UA,2026-05-12,Bearish,5.445,-9.57,2.68,8.43,314.42
CI,2026-04-27,Bullish,281.79,2.51,1.4,1.47,105.08
GILD,2026-04-20,Bearish,135.255,-3.14,5.31,3.87,72.87
CB,2026-05-19,Bullish,326.73,0.63,1.59,1.46,91.59
CL,2026-05-18,Bullish,90.46,4.2,5.32,4.65,87.39
SO,2026-05-11,Bearish,94.19,-0.18,4.9,4.43,90.47
NSC,2026-04-21,Bullish,318.77,7.7,1.42,0.9,63.63
CME,2026-04-20,Bearish,284.075,-5.01,2.22,2.07,93.38
DUK,2026-05-08,Bearish,125.295,-1.75,3.08,2.59,84.0
WM,2026-04-17,Bearish,215.875,-6.06,1.89,2.39,126.18
EMR,2026-05-13,Bearish,138.42,-0.99,2.99,2.96,99.14
KDP,2026-04-30,Bullish,30.065,9.43,12.57,10.52,83.73
ORLY,2026-05-13,Bearish,88.04,-5.48,5.63,6.41,113.92
KHC,2026-05-20,Bullish,23.905,3.93,14.63,13.96,95.43
AIG,2026-05-21,Bullish,77.815,1.2,5.19,4.01,77.37
SRE,2026-05-11,Bearish,92.12,-1.84,3.44,3.85,111.91
PCAR,2026-05-07,Bearish,110.4,-7.87,3.0,2.36,78.69
YUM,2026-05-05,Bearish,155.35,-1.9,1.62,1.26,77.76
PRU,2026-05-14,Bullish,102.81,3.36,2.47,1.57,63.53
WEC,2026-05-13,Bearish,113.26,-1.0,1.82,1.43,78.69
KR,2026-04-27,Bearish,65.72,-4.87,4.76,4.46,93.56
ACGL,2026-05-04,Bearish,95.87,0.01,2.15,2.57,119.33
EXC,2026-04-30,Bearish,46.235,-2.38,8.09,19.25,237.92
EA,2026-05-11,Bearish,200.775,-0.55,1.7,2.37,139.96
STZ,2026-05-08,Bearish,144.5,-6.16,1.73,1.5,86.77
FAST,2026-05-01,Bearish,44.125,-2.56,7.38,5.94,80.48
CAH,2026-04-21,Bearish,200.72,-5.67,1.46,1.56,107.04
AWK,2026-04-27,Bearish,124.55,-6.98,1.85,1.36,73.22
DHI,2026-05-12,Bearish,144.315,-2.85,2.44,2.42,99.02
WBD,2026-04-22,Bearish,27.005,-1.51,22.35,18.98,84.91
FITB,2026-04-16,Bullish,49.835,3.68,9.29,6.98,75.22
WAT,2026-05-08,Bullish,339.84,5.12,1.13,1.81,160.56
ED,2026-05-07,Bearish,107.9,-1.73,1.85,3.11,168.12
PCG,2026-04-27,Bearish,16.4,-5.43,22.61,23.77,105.16
HIG,2026-05-05,Bearish,135.09,-1.22,1.48,1.53,102.92
ZBH,2026-04-28,Bearish,84.425,-8.3,2.33,9.82,421.74
EXR,2026-04-21,Bullish,143.6,3.0,1.12,1.27,113.05
CMS,2026-05-07,Bearish,74.29,-2.28,3.02,3.13,103.63
TTWO,2026-05-04,Bullish,222.46,5.15,1.47,2.05,139.42
DTE,2026-05-15,Bearish,144.295,-0.04,1.63,1.43,87.43
NDAQ,2026-04-28,Bullish,90.97,3.87,3.33,5.0,150.14
BAX,2026-05-26,Bullish,19.355,6.98,8.02,0.36,4.44
BALL,2026-05-07,Bearish,56.445,-7.26,2.91,3.66,125.83
RF,2026-05-26,Bullish,28.085,2.2,9.66,0.7,7.29
PPL,2026-05-11,Bearish,35.805,-5.15,8.84,7.43,84.01
ALGN,2026-05-11,Bearish,164.16,-6.91,1.06,1.13,106.87
DGX,2026-05-04,Bearish,193.095,-1.29,1.09,0.57,52.06
EXPD,2026-05-06,Bullish,160.58,9.04,1.15,1.39,121.2
FE,2026-05-01,Bearish,46.495,-5.91,5.2,11.49,220.84
TTWO,2026-05-04,Bullish,222.51,5.17,1.47,2.05,139.42
RJF,2026-05-22,Bearish,151.92,-0.8,1.25,1.34,106.97
AES,2026-05-26,Bullish,14.675,1.14,12.23,0.12,1.0
HAS,2026-05-26,Bearish,89.44,-4.06,1.89,0.08,4.3
BXP,2026-05-07,Bullish,60.655,5.51,1.89,1.86,98.47
MAS,2026-04-23,Bullish,67.78,3.59,3.19,6.18,193.66
TPR,2026-05-08,Bearish,139.29,-2.87,2.12,4.32,203.39
CHD,2026-05-26,Bullish,97.02,1.89,2.0,0.12,5.87
RHI,2026-04-21,Bullish,27.3,5.82,2.77,3.7,133.78
UDR,2026-05-07,Bullish,38.11,6.47,3.64,3.58,98.45
INCY,2026-05-08,Bullish,97.11,0.25,1.41,0.88,62.07
WY,2026-05-04,Bearish,23.805,-2.86,4.75,6.48,136.47
FOX,2026-04-22,Bullish,57.55,3.19,1.59,0.8,50.73
FOXA,2026-04-21,Bullish,64.37,4.35,3.43,2.48,72.35
NWSA,2026-04-16,Bullish,25.86,4.74,5.16,3.08,59.64
Bullish_Tickers,,,,"OC,DT,GLPI,PFGC,CUBE,ALLY,TXRH,PNFP,CBSH,HXL,KRC,IRT,PK,WEN,CRI,MPW,CI,CB,CL,NSC,KDP,KHC,AIG,PRU,FITB,WAT,EXR,TTWO,NDAQ,BAX,RF,EXPD,TTWO,AES,BXP,MAS,CHD,RHI,UDR,INCY,FOX,FOXA,NWSA",,,
Bearish_Tickers,,,,"SCI,NLY,WTRG,FNF,FNF,WH,AR,GMED,ADC,TMHC,STWD,SON,FLS,MAN,CNX,NEOG,LEG,SMG,UA,GILD,SO,CME,DUK,WM,EMR,ORLY,SRE,PCAR,YUM,WEC,KR,ACGL,EXC,EA,STZ,FAST,CAH,AWK,DHI,WBD,ED,PCG,HIG,ZBH,CMS,DTE,BALL,PPL,ALGN,DGX,FE,RJF,HAS,TPR,WY",,,
Delta_Bullish,,,,"OC,CRI,CI,BAX,RF,AES,CHD",,,
Delta_Bearish,,,,"FLS,CNX,UA,SO,ACGL,DTE,HAS",,,
