Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
WPC,2025-12-08,Bearish,65.75,-1.53,1.18,1.53,129.41
BURL,2025-12-01,Bearish,269.42999,-0.46,1.26,1.67,132.51
ELS,2025-11-10,Bullish,62.72,2.21,2.33,1.37,58.67
REXR,2025-12-08,Bearish,41.13,-0.02,1.89,2.68,141.89
USFD,2025-12-12,Bullish,76.2,1.09,2.21,1.81,82.0
OVV,2025-12-01,Bullish,39.24,0.29,4.02,3.86,96.19
IBKR,2025-11-24,Bearish,62.87,-5.32,4.28,4.42,103.26
ITT,2025-12-15,Bearish,174.050003,-2.34,1.13,0.66,58.51
CLF,2025-11-28,Bullish,12.75,8.3,22.0,7.56,34.37
TTEK,2025-12-11,Bullish,34.44,0.74,2.92,2.05,70.32
DINO,2025-12-11,Bearish,49.61,-4.17,2.71,2.43,89.61
TXRH,2025-12-04,Bearish,169.71001,-0.11,1.05,0.69,65.0
CCK,2025-12-15,Bullish,101.25,4.27,2.16,2.16,100.12
WTRG,2025-12-04,Bearish,38.43,-2.19,2.05,3.45,168.09
DBX,2025-12-10,Bearish,27.86,-5.24,3.35,9.05,270.43
FHN,2025-12-01,Bullish,23.73,9.32,6.45,4.42,68.6
BWXT,2025-11-28,Bearish,174.37,-5.51,1.42,0.37,26.34
AXTA,2025-11-28,Bullish,31.11,7.1,4.65,1.37,29.48
FLR,2025-11-18,Bearish,43.34,-3.99,3.68,2.48,67.39
JEF,2025-12-10,Bullish,61.55,7.26,1.79,2.27,126.97
GXO,2025-12-12,Bullish,52.34,1.2,1.04,0.7,67.68
FNF,2025-11-25,Bullish,58.65,1.94,1.28,0.99,77.0
FNF,2025-11-25,Bullish,58.65,1.94,1.28,0.99,77.0
OGE,2025-11-06,Bearish,43.2,-4.35,1.08,0.93,85.85
CROX,2025-12-05,Bullish,90.66,9.01,1.62,1.37,84.79
EXEL,2025-11-10,Bullish,41.38,5.25,3.25,2.63,80.9
MTDR,2025-12-11,Bullish,43.21,0.33,1.44,1.75,121.62
AR,2025-11-13,Bullish,34.85,5.43,4.85,4.28,88.41
PLNT,2025-11-17,Bullish,109.88,9.89,1.75,1.98,113.6
HR,2025-12-09,Bearish,17.23,-3.16,2.45,2.39,97.4
ADC,2025-12-12,Bearish,71.85,-1.84,1.02,0.97,95.39
PB,2025-11-24,Bullish,72.0,8.69,1.11,0.97,88.16
MTG,2025-11-05,Bullish,29.15,6.29,1.84,1.94,105.1
KRG,2025-11-07,Bullish,23.62,5.98,1.9,1.47,76.98
HALO,2025-12-05,Bearish,63.45,-7.05,2.74,1.55,56.6
ONB,2025-12-04,Bullish,22.99,8.01,2.62,2.6,99.29
SLM,2025-12-15,Bearish,26.49,-5.87,3.52,3.73,105.8
AM,2025-12-15,Bearish,18.0,-0.32,2.33,2.27,97.24
NVST,2025-12-01,Bullish,22.059999,9.63,1.84,1.21,66.02
KRC,2025-12-12,Bearish,40.040001,-2.97,1.29,1.76,135.73
IRT,2025-12-01,Bullish,16.99,2.08,2.79,3.34,119.73
QDEL,2025-12-11,Bullish,29.059999,9.33,1.17,1.34,115.21
SBRA,2025-11-12,Bullish,19.2,4.55,3.01,3.98,132.19
ASB,2025-11-28,Bullish,26.94,5.88,1.4,0.56,39.84
TGNA,2025-11-25,Bearish,19.58,-1.34,1.71,2.83,165.87
VSH,2025-11-11,Bearish,15.15,-4.41,2.19,1.78,81.11
YUM,2025-11-13,Bullish,153.82001,5.0,2.17,1.88,86.45
HPQ,2025-11-07,Bearish,24.49,-9.83,11.84,8.71,73.55
OTIS,2025-11-17,Bearish,88.57,-2.3,2.34,2.56,109.39
XEL,2025-12-11,Bearish,75.72,-3.37,4.29,5.49,127.99
WEC,2025-12-01,Bearish,105.26,-5.89,2.09,2.23,106.95
OKE,2025-12-04,Bullish,72.83,2.19,4.41,3.33,75.38
TT,2025-11-19,Bearish,394.87,-6.48,1.31,0.9,68.79
ACGL,2025-11-17,Bullish,95.72,6.93,2.29,1.32,57.65
EXC,2025-12-05,Bearish,43.87,-3.83,8.35,7.62,91.3
LEN,2025-12-09,Bearish,119.73,-3.75,10.38,4.13,39.77
STZ,2025-12-12,Bullish,143.47,2.94,2.43,2.1,86.33
PCG,2025-12-05,Bearish,15.36,-2.92,26.25,18.87,71.87
HBAN,2025-12-05,Bullish,17.74,9.43,27.42,25.17,91.82
HIG,2025-11-14,Bullish,138.67,7.56,1.49,1.23,82.53
IR,2025-12-11,Bullish,81.63,3.3,2.64,2.54,95.96
ZBH,2025-11-05,Bearish,92.43,-7.35,1.87,9.2,490.84
EBAY,2025-11-05,Bearish,82.59,-8.09,6.09,4.07,66.72
CMS,2025-12-08,Bearish,70.76,-3.23,2.1,1.68,80.07
DVN,2025-11-14,Bullish,36.17,7.26,7.89,8.37,106.03
TTWO,2025-11-14,Bearish,244.56,-1.02,1.85,1.54,83.2
DTE,2025-11-05,Bearish,128.81,-7.01,1.21,2.94,242.42
NDAQ,2025-12-09,Bullish,92.93,4.64,2.83,3.89,137.32
XYL,2025-11-25,Bearish,138.25,-4.35,1.45,1.7,116.93
FANG,2025-11-11,Bullish,154.059998,7.88,1.71,1.43,83.93
HPE,2025-12-11,Bullish,24.049999,4.47,29.78,31.58,106.04
RF,2025-12-04,Bullish,27.39,8.97,15.46,9.77,63.16
PPL,2025-11-20,Bearish,34.26,-6.31,6.32,21.88,346.22
DGX,2025-11-11,Bullish,184.11,1.61,1.23,1.29,105.15
WRB,2025-12-05,Bearish,69.099998,-7.12,3.16,15.66,496.4
FE,2025-12-12,Bearish,44.61,-2.0,4.9,4.07,83.1
TTWO,2025-11-14,Bearish,244.56,-1.02,1.85,1.54,83.2
BBY,2025-12-05,Bearish,72.89,-5.04,4.14,3.98,96.08
AEE,2025-12-09,Bearish,98.87,-3.63,1.72,1.43,83.33
PNR,2025-11-14,Bearish,105.040001,-2.68,1.3,1.24,95.16
LW,2025-11-20,Bearish,59.46,-0.34,1.62,1.03,63.31
NI,2025-12-09,Bearish,41.83,-1.78,3.43,2.38,69.52
HSY,2025-12-15,Bullish,188.11,3.4,1.57,2.21,141.36
TXT,2025-11-28,Bullish,87.94,7.81,1.19,0.62,51.85
PNW,2025-11-06,Bearish,88.37,-1.98,1.27,0.97,76.45
Bullish_Tickers,,,,"ELS,USFD,OVV,CLF,TTEK,CCK,FHN,AXTA,JEF,GXO,FNF,FNF,CROX,EXEL,MTDR,AR,PLNT,PB,MTG,KRG,ONB,NVST,IRT,QDEL,SBRA,ASB,YUM,OKE,ACGL,STZ,HBAN,HIG,IR,DVN,NDAQ,FANG,HPE,RF,DGX,HSY,TXT",,,
Bearish_Tickers,,,,"WPC,BURL,REXR,IBKR,ITT,DINO,TXRH,WTRG,DBX,BWXT,FLR,OGE,HR,ADC,HALO,SLM,AM,KRC,TGNA,VSH,HPQ,OTIS,XEL,WEC,TT,EXC,LEN,PCG,ZBH,EBAY,CMS,TTWO,DTE,XYL,PPL,WRB,FE,TTWO,BBY,AEE,PNR,LW,NI,PNW",,,
Delta_Bullish,,,,"CCK,YUM,OKE,ACGL,STZ,HBAN,HIG,IR,DVN,HSY",,,
Delta_Bearish,,,,"REXR,ITT,ADC,SLM,AM,HPQ,OTIS,XEL,WEC,TT,EXC,LEN,PCG,ZBH,EBAY,CMS",,,
