Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
GGG,2026-09-09,Bearish,77.0,-2.34,2.49,1.09,43.96
RPM,2026-09-02,Bearish,99.37,-7.97,1.55,1.17,75.36
ELS,2026-09-02,Bearish,60.37,-6.38,1.22,1.13,92.86
USFD,2026-09-17,Bearish,94.425,-5.77,2.14,3.08,143.89
CUBE,2026-09-01,Bearish,39.495,-3.12,1.85,2.31,124.6
ALLY,2026-08-19,Bearish,40.09,-9.15,2.85,2.73,95.85
TREX,2026-09-15,Bearish,42.8,-5.65,1.37,1.21,88.42
NLY,2026-09-14,Bearish,21.41,-5.61,6.54,9.83,150.38
BJ,2026-09-21,Bearish,92.09,-0.59,1.54,0.03,2.25
CELH,2026-09-10,Bearish,28.3,-7.2,8.91,9.01,101.09
ONTO,2026-09-01,Bearish,275.63,-5.02,1.07,0.75,70.17
SF,2026-09-18,Bearish,76.065,-3.94,1.13,2.79,245.94
ORI,2026-09-16,Bearish,39.69,-4.56,1.11,1.24,111.45
AXTA,2026-09-21,Bearish,31.95,-7.08,1.64,0.21,13.08
CMC,2026-08-24,Bearish,64.49,-7.13,1.15,1.49,130.14
CGNX,2026-08-24,Bearish,61.955,-1.88,2.47,1.72,69.49
MTDR,2026-08-20,Bullish,54.25,2.61,2.42,2.36,97.8
GMED,2026-09-08,Bearish,74.21,-8.99,1.13,1.89,167.12
FLS,2026-09-16,Bearish,74.56,-1.82,1.62,2.15,132.72
M,2026-08-31,Bearish,22.365,-3.87,4.91,4.74,96.43
ST,2026-08-19,Bearish,41.97,-8.37,1.75,2.95,167.96
UGI,2026-08-18,Bullish,37.56,5.18,2.07,13.24,640.31
VNO,2026-09-09,Bearish,35.12,-6.55,1.08,1.22,113.35
AM,2026-09-16,Bearish,21.095,-4.66,2.1,2.13,101.2
CNXC,2026-08-26,Bullish,26.95,6.38,1.11,1.1,98.73
COLB,2026-08-31,Bearish,29.865,-3.94,2.67,2.37,88.91
KRC,2026-08-28,Bearish,34.39,-7.45,1.03,0.72,70.66
VLY,2026-09-01,Bearish,13.39,-6.02,5.87,6.66,113.45
CUZ,2026-09-08,Bearish,28.39,-3.6,1.27,0.99,77.37
PGNY,2026-08-24,Bearish,26.78,-2.91,1.18,0.82,69.16
CNX,2026-09-21,Bearish,32.72,-7.26,1.69,0.05,2.76
PNM,2026-09-15,Bullish,58.44,1.19,1.32,2.29,172.91
SBRA,2026-09-21,Bearish,19.89,-2.65,2.11,0.09,4.37
ASB,2026-09-18,Bearish,29.425,-3.26,2.11,6.5,307.72
DOC,2026-09-11,Bearish,20.555,-1.62,4.14,3.57,86.15
MP,2026-09-15,Bearish,50.435,-5.7,5.19,4.51,86.9
PPC,2026-08-25,Bullish,29.42,0.26,1.76,1.72,97.42
UNH,2026-08-27,Bearish,377.31,-6.07,4.11,3.67,89.19
AVGO,2026-08-21,Bearish,360.65,-7.91,19.93,19.04,95.5
CSCO,2026-09-01,Bearish,109.84,-2.75,20.07,14.17,70.58
CMCSA,2026-09-18,Bearish,22.975,-8.46,26.0,64.95,249.77
NFLX,2026-09-18,Bearish,73.31,-5.53,30.87,114.27,370.2
INTU,2026-09-21,Bearish,303.025,-7.3,3.98,0.1,2.43
UNP,2026-09-21,Bearish,269.95,-6.22,2.17,0.21,9.65
SPGI,2026-09-18,Bearish,405.82,-3.44,1.85,2.42,130.57
RTX,2026-09-16,Bearish,194.67,-4.44,3.9,3.48,89.39
BA,2026-08-25,Bearish,200.87,-9.4,5.79,4.85,83.79
GE,2026-09-03,Bearish,320.68,-7.93,3.5,2.65,75.73
MS,2026-09-16,Bearish,205.65,-3.14,4.48,7.0,156.29
GS,2026-09-14,Bearish,955.36,-7.14,1.8,2.21,122.46
AXP,2026-09-01,Bearish,313.17,-6.91,2.29,2.56,111.93
LMT,2026-09-09,Bearish,534.03,-3.79,1.06,1.55,146.67
T,2026-08-12,Bullish,25.59,9.43,72.5,32.52,44.86
AMT,2026-08-28,Bullish,174.61,0.36,2.1,1.6,75.92
MMC,2026-09-18,Bearish,175.0099945,-3.96,2.51,7.17,286.24
CB,2026-09-10,Bearish,338.38,-1.07,1.7,1.22,71.41
PNC,2026-09-16,Bearish,233.63,-3.97,1.59,2.75,172.91
HCA,2026-08-19,Bullish,429.24,6.2,1.42,1.44,101.32
CL,2026-09-04,Bearish,86.14,-5.23,3.97,4.1,103.2
APD,2026-09-17,Bearish,281.595,-5.19,1.06,1.48,140.49
ITW,2026-09-10,Bearish,267.92,-3.03,1.06,1.65,155.75
NSC,2026-09-16,Bearish,309.74,-6.25,1.17,0.79,67.74
SHW,2026-09-10,Bearish,323.69,-4.15,1.53,1.77,115.91
CME,2026-08-14,Bullish,274.01,5.46,2.24,1.72,76.5
CSX,2026-09-18,Bearish,46.05,-6.29,10.18,25.73,252.85
WM,2026-08-20,Bearish,208.055,-8.48,2.01,1.72,85.41
SLB,2026-08-13,Bullish,51.825,2.69,12.84,8.48,66.0
FDX,2026-09-15,Bearish,293.77,-7.97,1.41,1.03,73.09
ORLY,2026-09-01,Bearish,83.61,-6.76,4.57,5.35,116.94
MNST,2026-09-04,Bearish,44.32,-4.25,10.08,12.45,123.51
KHC,2026-09-18,Bearish,24.37,-2.37,23.78,27.33,114.9
