Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
RPM,2026-02-03,Bullish,115.57,6.55,1.29,1.92,149.05
WPC,2026-01-15,Bullish,72.38,9.4,1.27,1.48,116.65
ELS,2026-01-20,Bullish,67.55,9.9,1.46,1.8,123.41
GLPI,2026-01-12,Bullish,47.25,6.2,2.72,2.23,81.89
FND,2026-01-13,Bullish,68.99,4.39,2.59,2.07,79.88
PFGC,2026-02-17,Bullish,97.86,3.76,3.56,2.45,68.95
CUBE,2026-01-21,Bullish,40.3,7.42,2.3,2.48,108.04
ALLY,2026-02-10,Bearish,42.12,-1.74,4.23,3.12,73.76
TREX,2026-01-22,Bullish,41.73,4.49,2.13,2.19,102.91
DINO,2026-02-03,Bullish,50.88,1.26,2.59,3.1,119.63
BJ,2026-01-22,Bullish,96.35,3.64,1.59,1.61,100.69
WTRG,2026-02-02,Bearish,38.68,-0.51,1.9,1.77,93.01
CELH,2026-02-12,Bearish,48.32,-2.57,3.96,4.13,104.31
UNM,2026-02-05,Bearish,73.65,-4.2,1.36,2.79,205.5
GNTX,2026-02-11,Bullish,23.97,0.01,2.98,1.62,54.41
SF,2026-02-18,Bearish,119.91,-3.94,1.22,1.41,115.34
ARMK,2026-01-14,Bullish,40.92,7.55,2.0,3.24,162.43
OHI,2026-02-05,Bullish,46.57,6.08,2.18,3.79,174.03
NNN,2026-01-16,Bullish,44.35,8.56,1.45,1.4,96.21
KBR,2026-02-11,Bearish,42.71,-0.71,1.27,1.93,152.09
ORI,2026-01-22,Bearish,41.22,-4.82,1.71,7.0,410.08
RRC,2026-02-13,Bullish,39.71,9.82,3.29,4.32,131.26
STAG,2026-02-05,Bullish,39.53,4.88,1.66,1.54,92.72
EQH,2026-01-13,Bearish,44.22,-7.65,2.14,1.72,80.43
WH,2026-02-11,Bullish,84.27,9.78,1.46,1.07,73.15
OGE,2026-02-11,Bullish,47.35,8.21,1.64,1.64,100.08
AR,2026-01-29,Bullish,35.54,4.91,6.61,5.01,75.76
FAF,2026-01-29,Bullish,67.36,7.34,1.03,0.9,87.07
RMBS,2026-01-15,Bullish,102.64,6.92,1.49,2.56,172.17
HR,2026-02-18,Bullish,18.15,5.0,4.53,3.68,81.23
ADC,2026-02-05,Bullish,78.24,7.85,1.35,1.53,113.62
VNT,2026-02-05,Bullish,40.96,7.62,1.11,1.25,112.59
CPRI,2026-02-03,Bearish,22.15,-7.76,3.17,12.04,379.63
MTG,2026-01-15,Bearish,26.21,-7.37,2.12,2.42,114.29
KBH,2026-02-11,Bullish,65.3,8.05,1.14,0.74,64.95
OZK,2026-01-30,Bullish,49.82,5.51,1.68,1.63,96.72
EQH,2026-01-13,Bearish,44.22,-7.65,2.14,1.72,80.43
GME,2026-01-28,Bullish,23.43,5.84,8.54,8.51,99.68
MAN,2026-02-20,Bearish,28.66,-8.35,1.65,1.25,76.09
CUZ,2026-01-28,Bearish,23.96,-7.77,1.55,1.94,125.64
RUN,2026-01-23,Bullish,20.28,9.98,6.9,8.0,115.99
IRT,2026-01-30,Bearish,16.56,-2.3,2.48,1.95,78.53
SBRA,2026-02-10,Bullish,19.93,5.53,2.76,2.98,108.16
DOC,2026-02-02,Bearish,16.99,-1.4,9.95,11.7,117.62
TGNA,2026-02-11,Bullish,20.83,7.15,1.76,2.26,128.46
MP,2026-02-13,Bearish,55.34,-9.77,9.43,4.56,48.35
MPW,2026-02-06,Bullish,5.66,9.7,5.92,4.74,79.98
MCD,2026-01-26,Bullish,329.23001,6.92,2.95,3.38,114.86
DHR,2026-02-09,Bearish,209.5,-7.18,4.39,3.56,81.17
