Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
DECK,2025-12-16,Bullish,101.71,6.71,3.39,2.54,75.05
NBIX,2026-01-06,Bearish,132.25999,-8.52,1.04,1.12,107.6
PSTG,2025-12-05,Bearish,75.41,-9.71,5.24,6.68,127.41
ELS,2025-12-26,Bearish,61.0,-1.1,1.39,0.64,45.94
GLPI,2026-01-12,Bullish,45.07,1.3,2.72,2.23,81.89
REXR,2025-12-08,Bearish,40.65,-1.19,1.89,2.68,141.89
USFD,2025-12-12,Bullish,79.27,5.17,2.21,1.81,82.0
IBKR,2026-01-05,Bullish,70.59,7.38,3.41,5.28,154.75
TTEK,2026-01-08,Bullish,36.37,6.06,1.83,2.59,141.28
DINO,2025-12-11,Bearish,49.45,-4.48,2.71,2.43,89.61
CCK,2025-12-15,Bullish,103.94,7.04,2.16,2.16,100.12
WTRG,2025-12-04,Bearish,39.19,-0.25,2.05,3.45,168.09
CELH,2026-01-13,Bullish,52.61,9.64,4.51,2.84,62.94
UNM,2025-12-17,Bullish,79.33,4.66,1.45,1.35,93.35
DBX,2025-12-10,Bearish,26.75,-9.02,3.35,9.05,270.43
CNM,2025-12-18,Bullish,56.28,8.41,3.07,2.62,85.3
RRC,2025-12-17,Bearish,33.74,-9.49,3.34,2.83,84.92
STAG,2025-12-29,Bearish,37.65,-0.3,1.29,0.78,60.24
JEF,2025-12-10,Bullish,62.12,8.25,1.79,2.27,126.97
EQH,2026-01-13,Bearish,46.82,-2.22,2.14,1.72,80.43
FNF,2025-12-24,Bearish,51.060001,-8.14,1.35,0.54,40.04
FNF,2025-12-24,Bearish,51.060001,-8.14,1.35,0.54,40.04
WH,2026-01-06,Bullish,80.58,5.49,1.19,1.15,97.07
CROX,2025-12-05,Bullish,85.37,2.65,1.62,1.37,84.79
OLN,2026-01-09,Bullish,23.35,9.04,2.53,6.86,270.81
MTDR,2025-12-16,Bearish,42.66,-0.87,1.37,1.37,99.6
AR,2026-01-07,Bearish,32.49,-4.85,4.98,4.96,99.48
RMBS,2026-01-08,Bearish,95.48,0.07,1.44,1.93,134.09
CBSH,2026-01-08,Bullish,53.35,0.65,1.04,0.98,94.12
HR,2025-12-09,Bearish,17.11,-3.83,2.45,2.39,97.4
ADC,2025-12-12,Bearish,71.41,-2.44,1.02,0.97,95.39
EXLS,2025-12-19,Bullish,41.68,1.54,1.18,2.53,215.12
SLM,2025-12-15,Bearish,26.83,-4.66,3.52,3.73,105.8
IRDM,2026-01-13,Bullish,19.58,8.05,2.55,1.86,73.06
