Symbol,Crossover Date,Crossover Type,Current Price,Percentage Distance (%),Avg_Volume_20,Volume_On_Crossover,Volume_Pct_of_Avg
WSM,2026-03-10,Bearish,182.17,-9.52,1.05,0.96,91.03
PFGC,2026-03-05,Bearish,86.83,-8.11,2.42,1.25,51.43
IBKR,2026-03-11,Bearish,68.63,-3.21,4.51,3.18,70.45
TREX,2026-03-06,Bearish,38.080002,-7.01,2.09,1.79,85.82
SCI,2026-03-17,Bearish,79.37,-1.75,1.13,1.06,94.29
EWBC,2026-03-09,Bearish,104.86,-7.65,1.01,1.54,152.03
NLY,2026-03-11,Bearish,22.22,-2.8,7.44,4.7,63.15
TXRH,2026-03-10,Bearish,170.94,-4.71,1.15,0.78,67.97
THC,2026-02-12,Bullish,211.64,6.08,1.19,2.46,207.71
WTRG,2026-02-24,Bullish,40.82,5.38,2.19,3.34,152.7
UNM,2026-02-05,Bearish,75.19,-2.2,1.36,2.79,205.5
FHN,2026-03-09,Bearish,21.84,-9.32,6.27,5.81,92.58
EHC,2026-03-11,Bearish,101.57,-4.37,1.15,1.13,98.55
OHI,2026-02-05,Bullish,47.3,7.74,2.18,3.79,174.03
VOYA,2026-02-23,Bearish,68.51,-8.3,1.07,1.41,131.17
STAG,2026-02-05,Bullish,38.62,2.46,1.66,1.54,92.72
GXO,2026-03-17,Bearish,53.7,-6.52,1.22,0.78,64.22
CROX,2026-03-12,Bearish,79.43,-8.91,1.61,1.13,70.07
EXEL,2026-03-05,Bearish,41.83,-2.9,3.24,3.44,106.2
RMBS,2026-03-03,Bearish,93.5,-7.71,2.78,2.85,102.51
HR,2026-02-18,Bullish,18.030001,4.31,4.53,3.68,81.23
PB,2026-03-09,Bearish,64.56,-9.04,1.27,1.81,142.18
H,2026-03-10,Bearish,147.49001,-8.48,1.17,1.13,96.53
TMHC,2026-03-12,Bearish,60.15,-4.71,1.17,1.21,103.06
OPCH,2026-03-06,Bearish,29.75,-9.62,2.11,2.15,101.57
VNT,2026-03-13,Bearish,36.45,-6.71,1.09,0.77,70.8
TDC,2026-03-12,Bearish,27.24,-7.17,2.29,1.65,71.81
HOMB,2026-03-04,Bearish,26.42,-7.92,1.34,1.55,115.05
GBCI,2026-03-06,Bearish,43.55,-8.51,1.02,1.01,99.17
COLB,2026-03-10,Bearish,26.47,-9.27,3.05,2.53,83.1
ARWR,2026-03-13,Bearish,57.57,-6.43,2.37,4.48,188.75
PK,2026-03-12,Bearish,10.49,-5.4,4.45,3.03,68.22
SBRA,2026-02-10,Bullish,20.74,9.82,2.76,2.98,108.16
NYCB,2026-03-12,Bearish,12.53,-3.67,5.47,4.03,73.69
ASB,2026-03-09,Bearish,24.72,-8.14,2.47,2.65,107.34
DOC,2026-02-27,Bullish,17.65,2.85,10.91,13.32,122.15
TGNA,2026-02-11,Bullish,20.38,4.84,1.76,2.26,128.46
MP,2026-02-13,Bearish,59.555,-2.9,9.43,4.56,48.35
MPW,2026-03-16,Bearish,4.83,-9.16,7.23,5.65,78.16
SCHW,2026-02-19,Bearish,93.725,-5.49,13.64,13.4,98.25
SYK,2026-03-13,Bearish,346.39,-5.02,1.96,2.27,115.88
AMT,2026-02-17,Bullish,183.36,1.94,3.46,3.17,91.43
CVS,2026-03-11,Bearish,74.18,-4.81,7.91,5.53,69.9
C,2026-03-06,Bearish,107.65,-4.6,15.28,16.59,108.56
CI,2026-03-10,Bearish,263.75,-5.93,1.67,2.04,122.34
PNC,2026-03-11,Bearish,203.86,-5.96,2.57,1.99,77.28
ZTS,2026-03-05,Bearish,120.75,-4.8,4.6,4.14,90.0
USB,2026-03-12,Bearish,51.765,-5.26,10.19,11.99,117.65
SO,2026-02-10,Bullish,97.675,9.72,5.82,5.78,99.32
SHW,2026-03-11,Bearish,316.15,-9.14,1.66,1.53,91.97
EMR,2026-03-13,Bearish,132.465,-7.95,3.08,3.53,114.8
KDP,2026-03-17,Bearish,27.16,-4.34,10.41,7.22,69.38
ORLY,2026-02-09,Bearish,87.76,-8.65,6.67,6.28,94.14
KHC,2026-03-10,Bearish,22.43,-7.57,16.93,11.21,66.22
ALL,2026-02-17,Bullish,206.76,1.46,1.78,2.38,133.99
AFL,2026-03-16,Bearish,108.48,-2.57,2.2,1.91,87.1
AIG,2026-03-16,Bearish,76.28,-2.32,4.05,2.68,66.18
SRE,2026-02-13,Bullish,95.18,7.01,5.24,6.23,118.87
PEG,2026-02-10,Bullish,84.23,4.56,3.27,1.48,45.29
APH,2026-03-09,Bearish,133.78,-5.38,9.31,8.76,94.06
OTIS,2026-03-11,Bearish,83.245,-7.16,3.94,3.7,93.91
XEL,2026-02-12,Bullish,80.555,5.62,5.64,5.51,97.79
MTB,2026-03-13,Bearish,200.115,-6.54,1.28,0.7,54.74
PPG,2026-03-13,Bearish,102.78,-9.68,2.23,2.25,100.62
EA,2026-02-26,Bearish,200.61,-0.35,3.42,1.52,44.44
FTNT,2026-03-06,Bullish,83.44,2.94,7.38,5.66,76.67
RCL,2026-03-11,Bearish,276.12,-8.39,2.73,1.75,64.14
AWK,2026-02-26,Bullish,135.71,3.98,1.98,1.62,81.82
DHI,2026-03-10,Bearish,141.615,-8.6,2.63,2.34,88.93
KMB,2026-03-12,Bearish,98.59,-5.92,5.03,5.6,111.38
FITB,2026-03-12,Bearish,44.475,-9.55,10.33,12.59,121.97
UDR,2026-03-16,Bearish,35.56,-3.83,3.36,2.24,66.78
INCY,2026-03-05,Bearish,92.79,-7.91,1.93,1.33,69.0
OMC,2026-02-26,Bullish,77.805,1.46,6.49,6.38,98.32
RMD,2026-03-10,Bearish,231.45,-9.44,1.04,0.93,89.49
MGM,2026-02-06,Bullish,37.13,6.31,5.06,6.09,120.37
DOC,2026-02-27,Bullish,17.655,2.88,10.91,13.32,122.15
WY,2026-03-11,Bearish,23.75,-4.9,6.34,7.25,114.26
Bullish_Tickers,,,,"THC,WTRG,OHI,STAG,HR,SBRA,DOC,TGNA,AMT,SO,ALL,SRE,PEG,XEL,FTNT,AWK,OMC,MGM,DOC",,,
Bearish_Tickers,,,,"WSM,PFGC,IBKR,TREX,SCI,EWBC,NLY,TXRH,UNM,FHN,EHC,VOYA,GXO,CROX,EXEL,RMBS,PB,H,TMHC,OPCH,VNT,TDC,HOMB,GBCI,COLB,ARWR,PK,NYCB,ASB,MP,MPW,SCHW,SYK,CVS,C,CI,PNC,ZTS,USB,SHW,EMR,KDP,ORLY,KHC,AFL,AIG,APH,OTIS,MTB,PPG,EA,RCL,DHI,KMB,FITB,UDR,INCY,RMD,WY",,,
Delta_Bullish,,,,"SBRA,AMT,SO,ALL,SRE,PEG,OMC,MGM",,,
Delta_Bearish,,,,"SCI,GXO,H,OPCH,MPW,SCHW,SYK,CVS,C,CI,PNC,ZTS,USB,SHW,EMR,KDP,ORLY,KHC,AFL,AIG,APH,FITB,UDR,INCY,RMD,WY",,,
